task_id	hash	native_id	name	status	exit	submit	duration	realtime	%cpu	peak_rss	peak_vmem	rchar	wchar
15	94/f092a3	993790	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 11:23:09.666	9m 7s	9m 6s	570.1%	1.5 GB	9.4 GB	73.2 GB	70.9 GB
11	96/956894	982002	NFCORE_RNASEQ:PREPARE_GENOME:STAR_GENOMEGENERATE (GCA_022478985.1_UCR_MCPNR19_1.0_genomic.fna)	COMPLETED	0	2025-09-02 11:21:06.436	12m 5s	12m 4s	592.4%	44.5 GB	55.2 GB	26.5 GB	40.5 GB
13	f2/e565e3	1043051	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 11:33:11.423	8m 40s	8m 38s	558.0%	1.5 GB	9.4 GB	68.6 GB	66.5 GB
21	58/d0948b	1036002	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 11:32:16.971	10m 10s	10m 9s	555.1%	1.5 GB	9.5 GB	87.7 GB	85.1 GB
17	8f/47b69a	1103654	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 11:42:26.940	9m 58s	9m 57s	596.6%	1.5 GB	9.4 GB	76.7 GB	74.4 GB
18	40/555cf3	1097886	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 11:41:51.223	11m 16s	11m 15s	568.7%	1.5 GB	9.4 GB	86.1 GB	83.4 GB
12	ed/e262b5	1172384	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 11:53:06.943	2m 23s	2m 23s	205.6%	5.6 GB	40.6 GB	2.1 GB	4.1 MB
14	13/fdb4aa	1172392	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 11:53:06.961	2m 51s	2m 50s	192.4%	5.3 GB	40.6 GB	2.2 GB	4.1 MB
20	2e/73d842	1188742	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 11:55:30.324	2m 57s	2m 57s	202.9%	7.1 GB	40.6 GB	2.6 GB	4.2 MB
23	bf/2dde91	1191604	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 11:55:57.560	2m 51s	2m 50s	202.4%	7.4 GB	40.7 GB	2.6 GB	4.1 MB
16	47/ca7ff5	1202746	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 11:58:27.529	2m 16s	2m 15s	202.9%	5.6 GB	40.6 GB	2.3 GB	4.1 MB
19	60/104dcd	1204638	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:FASTQC (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 11:58:48.419	2m 33s	2m 32s	202.9%	5.8 GB	40.6 GB	2.6 GB	4.1 MB
22	cd/66f20c	1166141	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_FASTQC_UMITOOLS_TRIMGALORE:TRIMGALORE (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 11:52:24.969	9m 15s	9m 14s	651.7%	1.5 GB	9.4 GB	87.7 GB	85 GB
25	06/2efcca	1212814	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT_AFTER_TRIMMING (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 12:00:43.346	1m 3s	1m 1s	99.1%	76.8 MB	80 MB	2.4 GB	1.9 KB
24	79/f74f7b	1212813	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT_AFTER_TRIMMING (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 12:00:43.336	1m 8s	1m 6s	99.1%	76.3 MB	80 MB	2.7 GB	1.9 KB
26	77/b5fba0	1212821	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT_AFTER_TRIMMING (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 12:00:43.357	1m 15s	1m 13s	99.2%	76.5 MB	80 MB	2.9 GB	1.9 KB
27	eb/fc7c22	1217732	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT_AFTER_TRIMMING (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 12:01:21.681	1m 9s	1m 8s	99.2%	76.3 MB	80 MB	3 GB	1.9 KB
28	95/23aa23	1217733	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT_AFTER_TRIMMING (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 12:01:21.688	1m 20s	1m 19s	99.2%	76.6 MB	80 MB	3.2 GB	1.9 KB
29	e1/f33968	1220516	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FQ_LINT_AFTER_TRIMMING (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 12:01:39.941	1m 18s	1m 17s	99.2%	76.5 MB	80 MB	3.1 GB	1.9 KB
30	eb/a75742	1221300	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:FQ_SUBSAMPLE (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 12:01:45.939	1m 24s	1m 23s	99.2%	10.1 MB	13.6 MB	2.4 GB	84.1 MB
32	c8/50015e	1222288	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:FQ_SUBSAMPLE (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 12:01:51.667	1m 29s	1m 27s	99.2%	10 MB	13.8 MB	2.7 GB	87.1 MB
33	85/300f5e	1223398	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:FQ_SUBSAMPLE (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 12:01:58.175	1m 28s	1m 28s	99.2%	10.4 MB	14.3 MB	2.9 GB	77.5 MB
34	2e/bf458e	1226614	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:FQ_SUBSAMPLE (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 12:02:30.844	1m 34s	1m 34s	99.1%	10.3 MB	13.9 MB	3 GB	91.6 MB
35	11/628d38	1228874	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:FQ_SUBSAMPLE (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 12:02:41.651	1m 44s	1m 43s	99.1%	10.4 MB	14.2 MB	3.2 GB	89.1 MB
36	29/83c7db	1231382	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:FQ_SUBSAMPLE (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 12:02:57.781	1m 45s	1m 44s	99.0%	10.6 MB	14.3 MB	3.1 GB	83.9 MB
31	f6/147bc7	1227232	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:SALMON_INDEX (genome.transcripts.fa)	COMPLETED	0	2025-09-02 12:02:34.976	17m 8s	17m 7s	392.6%	11 GB	22.3 GB	32.7 GB	21.2 GB
39	3c/e73d22	1260187	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:SALMON_QUANT (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 12:19:42.842	35.1s	34s	186.7%	9 GB	12.7 GB	8.5 GB	58.5 KB
42	8f/709972	1260172	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:SALMON_QUANT (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 12:19:42.799	35.5s	34s	186.5%	9.1 GB	12.7 GB	8.5 GB	59.2 KB
40	80/aceb4b	1260195	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:SALMON_QUANT (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 12:19:42.850	35.8s	35s	194.2%	9 GB	12.7 GB	8.5 GB	60.4 KB
37	30/a2a19d	1260184	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:SALMON_QUANT (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 12:19:42.832	37.5s	37s	213.1%	9 GB	12.7 GB	8.5 GB	58.2 KB
38	51/ce2934	1264467	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:SALMON_QUANT (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 12:20:18.348	34.7s	34s	173.1%	9 GB	12.7 GB	8.5 GB	59.8 KB
41	50/7e16ed	1264396	NFCORE_RNASEQ:RNASEQ:FASTQ_QC_TRIM_FILTER_SETSTRANDEDNESS:FASTQ_SUBSAMPLE_FQ_SALMON:SALMON_QUANT (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 12:20:17.932	35.2s	34s	169.3%	9 GB	12.7 GB	8.5 GB	60.4 KB
44	1d/b7fde1	1269642	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 12:20:53.123	14m 11s	14m 10s	993.3%	25.3 GB	27.2 GB	45.2 GB	3.4 GB
43	5d/2e81f1	1264957	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 12:20:20.381	19m 37s	19m 36s	1054.7%	25.3 GB	27.2 GB	45.4 GB	2.4 GB
45	73/9eae1a	1329124	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 12:35:03.885	10m 35s	10m 34s	929.0%	25.4 GB	27.2 GB	41.7 GB	3.8 GB
47	b6/9063a9	1374713	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 12:45:39.061	11m 18s	11m 17s	945.2%	25.3 GB	27.2 GB	40.7 GB	3.2 GB
46	41/f61ac1	1346180	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 12:39:57.285	20m 14s	20m 13s	1065.7%	25.3 GB	27.2 GB	39.3 GB	1.5 GB
49	71/839cdf	1432753	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 13:00:11.575	1m 10s	1m 8s	404.7%	5.2 GB	6.2 GB	6 GB	4.5 GB
50	f0/b8d87b	1432754	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 13:00:11.584	1m 19s	1m 18s	487.2%	2.2 GB	2.6 GB	941.7 MB	763.4 KB
51	57/5df97d	1439186	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 13:01:21.399	1m 2s	59s	385.0%	5.2 GB	6.2 GB	4.6 GB	3.6 GB
52	6b/f18aa2	1440669	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 13:01:31.084	1m 13s	1m 12s	459.1%	2.2 GB	2.6 GB	617.1 MB	758.7 KB
53	98/3443e5	1445072	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 13:02:22.913	54.4s	53s	515.7%	5.2 GB	6.2 GB	6.3 GB	4.8 GB
54	38/80cfa2	1447277	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 13:02:43.950	48.9s	48s	514.9%	2.2 GB	2.6 GB	1.2 GB	768.2 KB
56	e5/3fc569	1450011	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 13:03:17.364	54s	54s	494.9%	2.2 GB	2.6 GB	974 MB	765.9 KB
55	62/8f4efd	1451612	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 13:03:32.901	1m 2s	1m 1s	413.0%	5.2 GB	6.2 GB	5.5 GB	4.2 GB
57	f8/92e311	1455962	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 13:04:11.338	31s	31s	437.2%	5.2 GB	6.2 GB	2.7 GB	2.1 GB
61	fd/fb8af3	1459577	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 13:04:42.382	9.7s	9s	138.8%	13.3 MB	219.4 MB	827.2 MB	1.5 MB
63	a2/efb481	1459579	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 13:04:42.390	12.2s	11s	143.1%	13.4 MB	219.4 MB	1.2 GB	1.3 MB
59	42/52f09e	1459576	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 13:04:42.374	12.3s	12s	135.3%	14.3 MB	219.4 MB	1.1 GB	1.5 MB
68	15/fd4072	1462989	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 13:04:54.597	6.4s	5s	146.2%	12.8 MB	219.4 MB	504.4 MB	1.3 MB
65	a3/8a93ba	1462253	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 13:04:52.111	11.7s	11s	139.0%	14.1 MB	219.4 MB	1013.5 MB	1.5 MB
58	0e/a8edee	1458730	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 13:04:35.019	53.1s	53s	430.5%	2.1 GB	2.6 GB	448.6 MB	757.5 KB
48	67/ead1d0	1420697	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:STAR_ALIGN (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 12:56:57.562	11m 40s	11m 39s	969.7%	25.4 GB	27.2 GB	44.6 GB	3.9 GB
69	f2/ce2ed0	1474950	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_SORT (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 13:08:37.505	53.1s	53s	530.9%	5.2 GB	6.2 GB	6.5 GB	5 GB
70	c2/577b75	1474949	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:SALMON_QUANT (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 13:08:37.498	56.5s	56s	506.8%	2.2 GB	2.6 GB	1.1 GB	769.1 KB
67	4d/858f70	1478062	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 13:09:23.259	2m 47s	2m 47s	136.9%	17.1 GB	35.2 GB	1 GB	548.3 MB
62	9f/6cfb33	1478063	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 13:09:23.265	4m 48s	4m 48s	133.5%	19.4 GB	35.4 GB	1.6 GB	904.3 MB
66	45/32c821	1479750	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 13:09:30.602	5m 28s	5m 27s	133.3%	20.3 GB	35.4 GB	2 GB	1.1 GB
73	67/7ead54	1509535	NFCORE_RNASEQ:RNASEQ:QUANTIFY_STAR_SALMON:CUSTOM_TX2GENE (null)	COMPLETED	0	2025-09-02 13:14:58.709	3.9s	3s	97.8%	17.1 MB	50 MB	63 MB	437.1 KB
78	c8/d3bcd8	1509563	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 13:14:58.733	6.1s	5s	158.8%	12.8 MB	219.4 MB	547.8 MB	1.3 MB
71	39/0c5209	1509534	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:SAMTOOLS_INDEX (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 13:14:58.694	11.3s	9s	167.3%	13.3 MB	219.4 MB	1.2 GB	1.3 MB
84	3a/076082	1513812	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:SAMTOOLS_INDEX (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 13:15:10.001	7.7s	6s	160.5%	14 MB	219.4 MB	903.6 MB	1.5 MB
64	9d/41db08	1480727	NFCORE_RNASEQ:RNASEQ:BAM_MARKDUPLICATES_PICARD:PICARD_MARKDUPLICATES (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 13:09:34.049	6m 4s	6m 3s	132.2%	21 GB	35.4 GB	2.3 GB	1.3 GB
76	d6/fafcb8	1509567	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_REV (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 13:14:58.744	47.7s	45.8s	105.9%	160.1 MB	3 GB	620.4 MB	145.2 MB
79	b7/8d7f3c	1510763	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_FW (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 13:15:02.656	44.3s	43.4s	107.3%	164 MB	3 GB	622 MB	148.5 MB
74	b3/18506d	1519572	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 13:15:37.588	26.2s	25s	122.3%	48.3 MB	524.1 MB	582.9 MB	17.2 MB
85	16/78a43e	1511692	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_REV (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 13:15:04.799	1m 10s	1m 9s	105.1%	179.6 MB	3 GB	993.7 MB	180.2 MB
83	0d/1384ce	1515712	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_FW (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 13:15:17.678	1m 11s	1m 10s	104.9%	181.3 MB	3 GB	997.2 MB	187.3 MB
104	38/44402d	1529000	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 13:16:28.991	10.5s	10s	152.0%	8.3 MB	219.4 MB	1.1 GB	5.4 KB
103	21/edb251	1530618	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (MCIC_MD_2024_109)	COMPLETED	0	2025-09-02 13:16:39.508	828ms	1s	59.6%	3.6 MB	7.9 MB	1.6 MB	563.7 KB
109	5e/279c8b	1530954	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (MCIC_FD_2024_105)	COMPLETED	0	2025-09-02 13:16:40.342	1.1s	0ms	67.4%	3.8 MB	10.1 MB	1.7 MB	563.8 KB
107	06/58eb57	1531238	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (MCIC_FD_2024_204)	COMPLETED	0	2025-09-02 13:16:41.454	5.9s	4s	152.3%	8.1 MB	219.4 MB	504.3 MB	5.4 KB
100	6a/b9f9a3	1532148	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_FLAGSTAT (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 13:16:47.365	8.2s	8s	157.1%	14.5 MB	219.4 MB	827.2 MB	5.4 KB
80	1b/f1eed1	1524935	NFCORE_RNASEQ:RNASEQ:STRINGTIE_STRINGTIE (MCIC_MD_2024_113)	COMPLETED	0	2025-09-02 13:16:03.759	52.3s	51s	112.9%	53.9 MB	524.2 MB	938.8 MB	17.6 MB
90	ef/163985	1521200	NFCORE_RNASEQ:RNASEQ:BEDTOOLS_GENOMECOV_FW (MCIC_FC_2024_111)	COMPLETED	0	2025-09-02 13:15:46.408	1m 22s	1m 22s	105.4%	302.7 MB	3 GB	1.2 GB	244.6 MB
105	81/f3ff57	1536205	NFCORE_RNASEQ:RNASEQ:ALIGN_STAR:BAM_SORT_STATS_SAMTOOLS:BAM_STATS_SAMTOOLS:SAMTOOLS_IDXSTATS (MCIC_MD_2024_116)	COMPLETED	0	2025-09-02 13:17:08.693	684ms	0ms	65.1%	3.7 MB	9.9 MB	1.9 MB	562.7 KB
