Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
L0F63_003254	VAM6	JAKSZP010000210.1	+	15827	18852	81.766632	30.941408	45.038364
L0F63_003277	-	JAKSZP010000212.1	+	60245	60318	0.000000	0.000000	0.000000
L0F63_003265	-	JAKSZP010000211.1	+	56129	56786	25.300184	9.573874	13.935744
L0F63_003255	ATG20	JAKSZP010000210.1	+	128757	130737	281.780945	106.629066	155.209442
L0F63_003335	-	JAKSZP010000218.1	+	48973	49049	0.000000	0.000000	0.000000
L0F63_003324	UBP2	JAKSZP010000217.1	-	53156	56738	14.206529	5.375909	7.825182
L0F63_003316	ORC6	JAKSZP010000216.1	+	8691	10250	335.751831	127.052254	184.937469
L0F63_003436	-	JAKSZP010000229.1	+	27810	28769	0.000000	0.000000	0.000000
L0F63_003456	-	JAKSZP010000231.1	+	78117	78986	436.633331	165.226944	240.504608
L0F63_003410	-	JAKSZP010000225.1	-	19313	21308	1141.315063	431.886414	628.654541
L0F63_003473	-	JAKSZP010000232.1	-	103827	108971	34.507339	13.057963	19.007193
L0F63_003502	-	JAKSZP010000234.1	+	39264	40498	124.231453	47.010571	68.428665
L0F63_003534	cdc17	JAKSZP010000237.1	-	47520	50261	54.071274	20.461176	29.783318
L0F63_003543	-	JAKSZP010000238.1	+	115781	115857	5.018394	1.899016	2.764211
L0F63_003567	TOP2_18	JAKSZP010000241.1	+	80629	83013	0.000000	0.000000	0.000000
L0F63_003535	GCN20	JAKSZP010000237.1	+	71069	73482	288.139954	109.035393	158.712082
L0F63_003579	-	JAKSZP010000243.1	+	91880	91953	0.000000	0.000000	0.000000
L0F63_003714	-	JAKSZP010000258.1	+	79922	81413	52.518440	19.873566	28.927994
L0F63_003712	EEF1A1	JAKSZP010000258.1	-	45538	46111	504.331024	190.844498	277.793579
L0F63_003713	-	JAKSZP010000258.1	-	46370	46908	534.197571	202.146347	294.244537
L0F63_003723	HSP82	JAKSZP010000259.1	-	37222	39345	1458.936890	552.078064	803.605652
L0F63_003731	TOP1	JAKSZP010000260.1	-	39571	42590	239.998016	90.817932	132.194733
L0F63_003738	ADP1	JAKSZP010000261.1	+	99360	102357	175.498093	66.410446	96.667152
L0F63_003780	-	JAKSZP010000265.1	-	47378	48019	0.000000	0.000000	0.000000
L0F63_003755	-	JAKSZP010000262.1	-	63126	63412	247.379028	93.610992	136.260315
L0F63_003798	-	JAKSZP010000267.1	+	89561	89634	1.567568	0.593185	0.863441
L0F63_003797	-	JAKSZP010000267.1	-	56724	57945	111.698868	42.268105	61.525517
L0F63_003754	SFB3	JAKSZP010000262.1	-	11951	17394	515.939209	195.237167	284.187531
L0F63_003826	-	JAKSZP010000270.1	-	65915	65988	0.000000	0.000000	0.000000
L0F63_003876	NEP1	JAKSZP010000276.1	-	28541	29511	95.421486	36.108559	52.559677
L0F63_003825	PBP2_1	JAKSZP010000270.1	-	14400	16085	452.319946	171.162933	249.145035
L0F63_003877	KEX2_3	JAKSZP010000276.1	+	47582	50322	512.664673	193.998047	282.383881
L0F63_003890	-	JAKSZP010000278.1	+	97324	97397	1.925220	0.728525	1.060442
L0F63_003889	-	JAKSZP010000278.1	+	8651	9270	5605.435547	2121.159668	3087.563232
L0F63_003896	ENO1_2	JAKSZP010000279.1	-	33677	35128	519.394226	196.544586	286.090637
L0F63_003938	-	JAKSZP010000284.1	+	83532	86529	3.696335	1.398735	2.036000
L0F63_003926	-	JAKSZP010000282.1	-	115356	116812	462.742065	175.106781	254.885712
L0F63_003949	-	JAKSZP010000285.1	-	92521	93569	5.511521	2.085621	3.035834
L0F63_003933	-	JAKSZP010000283.1	-	52002	52515	291.597321	110.343689	160.616440
L0F63_003991	-	JAKSZP010000291.1	+	50586	52781	283.109619	107.131851	155.941299
L0F63_004002	SPT7_2	JAKSZP010000292.1	+	108241	112210	20.868553	7.896894	11.494732
L0F63_004055	BPL1_2	JAKSZP010000299.1	+	18894	19636	24.036879	9.095824	13.239896
L0F63_004048	RFA1	JAKSZP010000298.1	-	43683	45983	223.896423	84.724915	123.325714
L0F63_004061	-	JAKSZP010000300.1	-	67029	68257	807.077698	305.407227	444.551270
L0F63_004092	-	JAKSZP010000304.1	-	64665	64932	32.000000	12.109159	17.626110
L0F63_004087	WDR5	JAKSZP010000303.1	-	70836	73121	337.289246	127.634026	185.784286
L0F63_004098	-	JAKSZP010000305.1	+	22131	23486	550.566284	208.340454	303.260681
L0F63_004134	-	JAKSZP010000310.1	+	515	3056	145.978210	55.239788	80.407127
L0F63_004143	URE1	JAKSZP010000311.1	-	52002	54685	73.530678	27.824833	40.501869
L0F63_004176	NTH1_2	JAKSZP010000314.1	-	24239	27085	170.789963	64.628830	94.073837
L0F63_004186	-	JAKSZP010000315.1	-	56516	57712	1.820384	0.688854	1.002697
L0F63_004234	-	JAKSZP010000321.1	-	85554	85627	5.189189	1.963647	2.858288
L0F63_004252	-	JAKSZP010000324.1	-	33984	36097	76.180855	28.827688	41.961628
L0F63_004298	-	JAKSZP010000332.1	+	88862	89170	0.000000	0.000000	0.000000
L0F63_004370	-	JAKSZP010000341.1	-	39848	39921	1.640538	0.620798	0.903634
L0F63_004355	NAP1_2	JAKSZP010000339.1	+	63915	64328	140.615601	53.210518	77.453316
L0F63_004429	-	JAKSZP010000347.1	-	11259	13157	0.000000	0.000000	0.000000
L0F63_004394	-	JAKSZP010000344.1	-	77545	77618	1.523811	0.576627	0.839339
L0F63_004371	smc6	JAKSZP010000341.1	+	43817	48323	482.389343	182.541519	265.707733
L0F63_004452	-	JAKSZP010000349.1	-	68754	69159	3.073746	1.163140	1.693068
L0F63_004453	-	JAKSZP010000349.1	+	69326	71096	506.888123	191.812149	279.202057
L0F63_004460	-	JAKSZP010000350.1	+	95195	96882	385.775146	145.981628	212.491089
L0F63_004514	-	JAKSZP010000358.1	-	14761	14834	0.000000	0.000000	0.000000
L0F63_004482	-	JAKSZP010000353.1	+	82093	84486	219.288437	82.981201	120.787567
L0F63_004527	-	JAKSZP010000360.1	+	67306	67589	124.795776	47.224117	68.739502
L0F63_004528	-	JAKSZP010000360.1	+	67838	69070	158.579071	60.008095	87.347878
L0F63_004561	-	JAKSZP010000364.1	+	37875	39606	205.878571	77.906761	113.401199
L0F63_004585	-	JAKSZP010000368.1	+	2842	5084	264.281097	100.006927	145.570251
L0F63_004612	-	JAKSZP010000372.1	-	61462	61535	6.207201	2.348874	3.419025
L0F63_004597	-	JAKSZP010000370.1	-	328	835	2128.536621	805.462097	1172.431885
L0F63_004613	GDH3	JAKSZP010000372.1	+	80088	81773	488.424377	184.825256	269.031921
L0F63_004619	sec1_2	JAKSZP010000373.1	-	81929	83986	159.707520	60.435112	87.969444
L0F63_004672	-	JAKSZP010000379.1	+	51449	51525	1.844156	0.697849	1.015790
L0F63_004715	RRS1	JAKSZP010000384.1	+	9807	10425	139.388123	52.746029	76.777206
L0F63_004657	-	JAKSZP010000377.1	+	58154	58939	1243.719971	470.637543	685.060791
L0F63_004740	-	JAKSZP010000387.1	+	10468	12260	262.644592	99.387657	144.668823
L0F63_004759	-	JAKSZP010000391.1	-	78068	78973	51.113209	19.341810	28.153969
L0F63_004752	-	JAKSZP010000390.1	+	59278	59637	0.000000	0.000000	0.000000
L0F63_004753	-	JAKSZP010000390.1	-	60047	62223	256.499756	97.062378	141.284149
L0F63_004772	-	JAKSZP010000393.1	-	11418	12499	745.586365	282.138214	410.680847
L0F63_004781	HRK1_1	JAKSZP010000394.1	-	69280	70659	725.411621	274.503876	399.568298
L0F63_004806	-	JAKSZP010000397.1	-	6504	7320	5109.462891	1933.477905	2814.373779
L0F63_004807	-	JAKSZP010000397.1	-	7327	8240	4419.035645	1672.212646	2434.075195
L0F63_004978	-	JAKSZP010000422.1	-	78850	79742	0.000000	0.000000	0.000000
L0F63_004955	-	JAKSZP010000419.1	-	26371	27181	22.961775	8.688993	12.647711
L0F63_004943	-	JAKSZP010000418.1	+	15667	16961	949.848022	359.433136	523.191406
L0F63_005001	BPL1_3	JAKSZP010000426.1	-	66505	68555	173.554855	65.675102	95.596779
L0F63_005006	-	JAKSZP010000427.1	-	55474	57314	398.249603	150.702103	219.362228
L0F63_005096	-	JAKSZP010000443.1	+	1835	3390	61.859730	23.408415	34.073326
L0F63_005097	-	JAKSZP010000443.1	+	3876	4047	93.482567	35.374851	51.491688
L0F63_005079	-	JAKSZP010000440.1	+	28004	28086	0.000000	0.000000	0.000000
L0F63_005080	-	JAKSZP010000440.1	-	60517	63901	204.971741	77.563599	112.901703
L0F63_005121	-	JAKSZP010000448.1	-	66919	68042	1.719697	0.650753	0.947237
L0F63_005122	SGT1	JAKSZP010000448.1	-	68883	70278	230.761139	87.322594	127.106911
L0F63_005143	-	JAKSZP010000451.1	+	26005	26235	151.787872	57.438232	83.607178
L0F63_005144	NPEPL1	JAKSZP010000451.1	+	26734	27861	182.384949	69.016510	100.460533
L0F63_005183	-	JAKSZP010000457.1	-	20566	21846	139.114853	52.642620	76.626678
L0F63_005184	-	JAKSZP010000457.1	-	21854	22748	117.951469	44.634159	64.969551
L0F63_005212	AOX2	JAKSZP010000462.1	-	9506	10426	62.733986	23.739243	34.554878
L0F63_005261	-	JAKSZP010000470.1	+	64061	65702	116.098778	43.933079	63.949055
L0F63_005272	-	JAKSZP010000473.1	+	5336	5508	0.000000	0.000000	0.000000
L0F63_005273	-	JAKSZP010000473.1	+	49471	51820	3.752212	1.419879	2.066778
L0F63_005270	-	JAKSZP010000472.1	+	17638	19796	269.883850	102.127068	148.656326
L0F63_005346	-	JAKSZP010000486.1	-	50050	50122	3.000000	1.135234	1.652448
L0F63_005390	-	JAKSZP010000494.1	+	14735	14808	0.000000	0.000000	0.000000
L0F63_005387	BUB1_1	JAKSZP010000493.1	-	2258	4313	8.875000	3.358399	4.888492
L0F63_005297	NTE1	JAKSZP010000477.1	-	54911	59212	290.318695	109.859840	159.912155
L0F63_005493	-	JAKSZP010000509.1	-	62655	64335	26.663244	10.089670	14.686540
L0F63_005477	-	JAKSZP010000507.1	-	15086	17408	192.792267	72.954750	106.193054
L0F63_005563	-	JAKSZP010000522.1	+	55323	55395	15.169907	5.740462	8.355826
L0F63_005585	MET6	JAKSZP010000526.1	-	3942	6432	395.056580	149.493835	217.603455
L0F63_005591	YCK2_2	JAKSZP010000527.1	-	38129	39516	426.103821	161.242462	234.704773
L0F63_005592	-	JAKSZP010000527.1	-	39628	39783	327.480804	123.922401	180.381638
L0F63_005597	-	JAKSZP010000528.1	-	40331	42322	95.006912	35.951679	52.331322
L0F63_005601	-	JAKSZP010000529.1	+	14519	15623	439.976349	166.491974	242.345993
L0F63_005663	-	JAKSZP010000543.1	+	51183	51255	1.150685	0.435432	0.633816
L0F63_005726	ZSCAN29	JAKSZP010000557.1	-	4443	5384	0.000000	0.000000	0.000000
L0F63_005669	NUG1	JAKSZP010000544.1	-	36849	38760	88.934914	33.653969	48.986767
L0F63_005736	-	JAKSZP010000559.1	-	4087	6293	2.629630	0.995081	1.448442
L0F63_005732	-	JAKSZP010000558.1	-	35689	36533	304.181610	115.105728	167.548080
L0F63_005747	-	JAKSZP010000561.1	-	51027	54304	97.633453	36.945591	53.778065
L0F63_005864	-	JAKSZP010000584.1	+	22482	26774	129.125839	48.862663	71.124573
L0F63_005872	-	JAKSZP010000585.1	-	6956	8213	86.125000	32.590664	47.439022
L0F63_005806	-	JAKSZP010000572.1	+	30237	33372	1594.850098	603.509155	878.468811
L0F63_005922	-	JAKSZP010000596.1	+	1422	2084	439.440430	166.289185	242.050781
L0F63_005923	-	JAKSZP010000596.1	-	2479	2913	0.000000	0.000000	0.000000
L0F63_005931	mcl1_3	JAKSZP010000598.1	-	12385	15994	28.031332	10.607370	15.440104
L0F63_005946	LIA1	JAKSZP010000601.1	+	14715	15627	53.909657	20.400017	29.694298
L0F63_005950	-	JAKSZP010000602.1	+	44740	45829	189.414764	71.676666	104.332672
L0F63_005954	CWC22	JAKSZP010000603.1	-	44012	46517	157.827469	59.723679	86.933884
L0F63_006059	-	JAKSZP010000632.1	-	44778	44850	3.799342	1.437714	2.092738
L0F63_006064	-	JAKSZP010000635.1	-	10935	12020	1009.976501	382.186401	556.311157
L0F63_006104	-	JAKSZP010000644.1	+	35571	38190	29.502146	11.163942	16.250252
L0F63_006080	-	JAKSZP010000638.1	-	40263	42087	704.433411	266.565491	388.013153
L0F63_006114	-	JAKSZP010000648.1	+	40603	44112	314.120758	118.866814	173.022720
L0F63_006125	Calm2	JAKSZP010000651.1	+	24741	25284	1289.414917	487.929047	710.230286
L0F63_006144	-	JAKSZP010000654.1	+	28744	28948	1.082927	0.409792	0.596493
L0F63_006145	DAP1	JAKSZP010000654.1	+	30056	30584	951.079773	359.899231	523.869873
L0F63_006155	-	JAKSZP010000656.1	+	41864	42353	16206.340820	6132.660645	8926.710938
L0F63_006167	-	JAKSZP010000658.1	-	11367	12925	576.125366	218.012283	317.339050
L0F63_006236	-	JAKSZP010000673.1	-	39816	41557	34.433872	13.030163	18.966726
L0F63_006209	-	JAKSZP010000667.1	+	10646	11604	1724.214478	652.462097	949.724854
L0F63_006254	-	JAKSZP010000678.1	+	28433	29240	121.989647	46.162247	67.193840
L0F63_006270	ERB1_2	JAKSZP010000682.1	+	3910	6867	199.096161	75.340218	109.665337
L0F63_006304	-	JAKSZP010000690.1	+	30479	30552	0.000000	0.000000	0.000000
L0F63_006277	-	JAKSZP010000684.1	-	4564	6036	184.403381	69.780304	101.572319
L0F63_006319	-	JAKSZP010000693.1	-	41076	41691	430.157837	162.776535	236.937790
L0F63_006342	ded1	JAKSZP010000697.1	+	6195	7675	297.453461	112.559715	163.842117
L0F63_006354	-	JAKSZP010000701.1	+	20461	23016	162.888229	61.638733	89.721428
L0F63_006462	-	JAKSZP010000729.1	-	27918	28826	0.000000	0.000000	0.000000
L0F63_006480	-	JAKSZP010000736.1	-	2476	2548	0.000000	0.000000	0.000000
L0F63_006486	-	JAKSZP010000737.1	-	16291	16505	41.599461	15.741701	22.913645
L0F63_006493	-	JAKSZP010000739.1	+	16296	17168	302.041351	114.295837	166.369186
L0F63_006498	EDC4	JAKSZP010000741.1	-	32290	35844	273.180786	103.374664	150.472336
L0F63_006526	PPX1	JAKSZP010000750.1	+	11836	13706	92.093506	34.849213	50.726570
L0F63_006542	TPI1	JAKSZP010000756.1	-	6984	7864	1724.166992	652.444092	949.698669
L0F63_006597	-	JAKSZP010000774.1	+	3387	5842	28.211998	10.675736	15.539618
L0F63_006593	-	JAKSZP010000772.1	+	26848	28802	483.024750	182.781982	266.057709
