Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
L0F63_000809	-	JAKSZP010000033.1	-	76327	76927	324.751495	113.677368	163.114029
L0F63_000810	MID1_1	JAKSZP010000033.1	+	156298	157448	89.864464	31.456532	45.136528
L0F63_000811	MID1_2	JAKSZP010000033.1	+	288423	290064	166.590469	58.314022	83.673950
L0F63_000832	MYO2	JAKSZP010000034.1	-	192608	197549	223.485657	78.229851	112.250893
L0F63_000852	RHO1_2	JAKSZP010000035.1	+	60749	61474	2588.843506	906.209534	1300.307129
L0F63_000874	-	JAKSZP010000036.1	+	263270	264053	21.366667	7.479277	10.731907
L0F63_000853	-	JAKSZP010000035.1	-	268807	273597	164.494141	57.580215	82.621025
L0F63_000933	SEC17	JAKSZP010000039.1	-	190894	191972	409.839172	143.461807	205.851303
L0F63_000983	-	JAKSZP010000042.1	+	281391	281463	9.214125	3.225351	4.628009
L0F63_001015	-	JAKSZP010000044.1	-	190888	191541	3.993056	1.397746	2.005606
L0F63_001014	-	JAKSZP010000044.1	-	25037	25880	90.621796	31.721632	45.516911
L0F63_001056	-	JAKSZP010000046.1	+	6708	7728	226.682678	79.348953	113.856667
L0F63_001057	-	JAKSZP010000046.1	+	7777	11883	317.869110	111.268227	159.657196
L0F63_001058	-	JAKSZP010000046.1	-	158707	161271	403.359680	141.193710	202.596817
L0F63_001071	SEC4	JAKSZP010000047.1	+	169314	170068	429.328278	150.283859	215.640167
L0F63_001158	-	JAKSZP010000052.1	+	134301	138890	121.382050	42.489079	60.966969
L0F63_001159	-	JAKSZP010000052.1	+	216229	218288	277.767090	97.230751	139.515015
L0F63_001176	-	JAKSZP010000053.1	+	14197	14482	143.276230	50.153008	71.963829
L0F63_001177	-	JAKSZP010000053.1	+	14553	17838	84.997337	29.752823	42.691898
L0F63_001179	-	JAKSZP010000053.1	+	225162	225234	5.444064	1.905663	2.734408
L0F63_001178	-	JAKSZP010000053.1	+	208311	210170	256.113525	89.651047	128.638992
L0F63_001190	-	JAKSZP010000054.1	-	15	916	1380.854736	483.360168	693.566589
L0F63_001205	-	JAKSZP010000055.1	-	179117	180326	750.555359	262.727539	376.983948
L0F63_001227	PWP2	JAKSZP010000056.1	+	14787	22907	198.691086	69.550652	99.797241
L0F63_001258	PKP2	JAKSZP010000058.1	+	100696	102072	196.925766	68.932716	98.910561
L0F63_001259	-	JAKSZP010000058.1	-	249126	249988	839.834839	293.979309	421.826660
L0F63_001303	-	JAKSZP010000060.1	+	104276	105212	4.460157	1.561252	2.240218
L0F63_001325	GPS1	JAKSZP010000061.1	+	204600	204869	137.209396	48.029350	68.916626
L0F63_001445	-	JAKSZP010000069.1	+	8808	9300	139.782959	48.930210	70.209259
L0F63_001370	-	JAKSZP010000064.1	+	240778	242271	1063.813477	372.381683	534.325195
L0F63_001457	VMA8	JAKSZP010000070.1	+	71953	73043	748.907837	262.150818	376.156464
L0F63_001494	MYL9	JAKSZP010000072.1	-	232515	233396	504.049683	176.439651	253.170731
L0F63_001518	NOP4	JAKSZP010000073.1	-	6713	9855	82.398056	28.842958	41.386349
L0F63_001492	-	JAKSZP010000072.1	+	136552	137361	3759.516846	1315.996948	1888.305176
L0F63_001493	-	JAKSZP010000072.1	+	137381	137852	4133.369629	1446.861938	2076.081543
L0F63_001519	-	JAKSZP010000073.1	+	149918	152575	228.588913	80.016212	114.814125
L0F63_001612	-	JAKSZP010000079.1	+	218810	221584	86.570290	30.303425	43.481949
L0F63_001611	-	JAKSZP010000079.1	-	65806	72635	147.293121	51.559101	73.981407
L0F63_001631	-	JAKSZP010000080.1	+	72829	74452	326.494171	114.287376	163.989334
L0F63_001672	MIA40	JAKSZP010000082.1	-	20111	20299	38.037033	13.314642	19.104988
L0F63_001632	-	JAKSZP010000080.1	-	208496	211029	310.120789	108.555969	155.765411
L0F63_001673	ORC3	JAKSZP010000082.1	-	183130	186127	75.645393	26.479229	37.994667
L0F63_001743	-	JAKSZP010000086.1	-	14269	14532	0.000000	0.000000	0.000000
L0F63_001777	-	JAKSZP010000088.1	+	9373	9447	0.000000	0.000000	0.000000
L0F63_001744	-	JAKSZP010000086.1	+	188391	191186	190.487869	66.679169	95.676987
L0F63_001806	-	JAKSZP010000090.1	+	111324	111861	205.156128	71.813705	103.044456
L0F63_001896	-	JAKSZP010000097.1	+	38396	39483	1.739673	0.608962	0.873791
L0F63_001924	-	JAKSZP010000099.1	+	114367	114444	0.000000	0.000000	0.000000
L0F63_001869	-	JAKSZP010000095.1	+	34025	37245	232.560898	81.406586	116.809143
L0F63_001926	-	JAKSZP010000099.1	-	156572	157962	203.358734	71.184540	102.141678
L0F63_001966	-	JAKSZP010000102.1	-	3512	3994	165.840576	58.051525	83.297302
L0F63_001995	-	JAKSZP010000104.1	+	15760	16000	922.634827	322.962921	463.414886
L0F63_002024	-	JAKSZP010000106.1	-	113760	114569	90.508545	31.681988	45.460030
L0F63_002103	-	JAKSZP010000112.1	+	76066	76138	4.804985	1.681957	2.413416
L0F63_002077	-	JAKSZP010000110.1	-	113817	115040	1271.496094	445.079773	638.638611
L0F63_002141	MIC10	JAKSZP010000115.1	-	39090	39459	554.633362	194.146164	278.577545
L0F63_002202	-	JAKSZP010000119.1	+	185526	187324	137.873856	48.261936	69.250366
L0F63_002220	-	JAKSZP010000120.1	-	126919	128375	643.064758	225.101074	322.994293
L0F63_002294	-	JAKSZP010000126.1	+	177886	177961	10.960526	3.836668	5.505180
L0F63_002250	RMD1	JAKSZP010000122.1	-	159239	161037	310.012024	108.517899	155.710785
L0F63_002251	TIF6	JAKSZP010000122.1	+	161418	162509	485.893280	170.084106	244.051254
L0F63_002332	ypt1	JAKSZP010000129.1	+	18930	19394	1568.939453	549.198120	788.036438
L0F63_002406	-	JAKSZP010000135.1	+	157381	159452	261.552002	91.554749	131.370605
L0F63_002441	dpp5	JAKSZP010000138.1	-	116431	118731	174.230423	60.988342	87.511299
L0F63_002453	-	JAKSZP010000139.1	+	71233	72844	244.365952	85.538879	122.738510
L0F63_002454	-	JAKSZP010000139.1	-	118163	120456	225.531158	78.945862	113.278290
L0F63_002467	-	JAKSZP010000140.1	+	96965	97817	570.537537	199.713333	286.565796
L0F63_002468	-	JAKSZP010000140.1	+	147071	148245	0.000000	0.000000	0.000000
L0F63_002500	-	JAKSZP010000143.1	+	84528	84602	2.673333	0.935785	1.342744
L0F63_002560	-	JAKSZP010000148.1	-	79106	79179	1.756757	0.614943	0.882372
L0F63_002573	HGT20	JAKSZP010000149.1	-	139225	140722	121.112251	42.394634	60.831455
L0F63_002594	LST8	JAKSZP010000151.1	+	45201	45765	276.969879	96.951691	139.114594
L0F63_002616	-	JAKSZP010000153.1	-	122044	124091	162.300415	56.812313	81.519173
L0F63_002668	MPE1	JAKSZP010000157.1	-	9757	12844	102.514275	35.884525	51.490189
L0F63_002669	-	JAKSZP010000157.1	+	20878	23733	198.567856	69.507523	99.735344
L0F63_002693	-	JAKSZP010000159.1	+	463	1713	629.031372	220.188766	315.945709
L0F63_002704	-	JAKSZP010000160.1	+	18804	21358	409.178436	143.230530	205.519424
L0F63_002755	-	JAKSZP010000165.1	-	123786	125007	3.556777	1.245029	1.786474
L0F63_002705	-	JAKSZP010000160.1	-	130544	131827	555.255493	194.363937	278.890045
L0F63_002823	-	JAKSZP010000170.1	+	147905	148929	90.572647	31.704426	45.492229
L0F63_002835	-	JAKSZP010000171.1	-	16027	17302	133.683456	46.795113	67.145638
L0F63_002803	-	JAKSZP010000168.1	-	156167	159630	473.622131	165.788666	237.887787
L0F63_002850	arc1	JAKSZP010000172.1	-	2750	4056	406.401947	142.258636	204.124878
L0F63_002877	-	JAKSZP010000174.1	-	54796	58097	175.753128	61.521358	88.276115
L0F63_002902	-	JAKSZP010000176.1	-	117355	120381	927.030640	324.501678	465.622803
L0F63_002932	FBP1	JAKSZP010000179.1	-	145009	146266	663.762207	232.346100	333.390045
L0F63_002942	ppk32	JAKSZP010000180.1	-	116420	119340	143.201874	50.126984	71.926483
L0F63_002952	TOP2_15	JAKSZP010000181.1	-	146078	147786	0.000000	0.000000	0.000000
L0F63_002953	-	JAKSZP010000181.1	-	147966	148439	2.718346	0.951541	1.365353
L0F63_002949	-	JAKSZP010000181.1	-	125816	131027	162.474106	56.873112	81.606415
L0F63_002976	-	JAKSZP010000184.1	+	71564	72319	18.509563	6.479165	9.296861
L0F63_002954	-	JAKSZP010000181.1	+	151492	154621	188.121124	65.850700	94.488228
L0F63_002998	-	JAKSZP010000187.1	+	991	2063	7.003623	2.451577	3.517733
L0F63_003032	-	JAKSZP010000190.1	+	55818	56018	158.736313	55.564724	79.729027
L0F63_003031	LSC2	JAKSZP010000190.1	-	8691	10343	432.754974	151.483353	217.361298
L0F63_003048	-	JAKSZP010000191.1	+	25238	26609	122.230019	42.785908	61.392879
L0F63_003076	LEM3	JAKSZP010000193.1	-	26467	27194	222.604736	77.921494	111.808426
L0F63_003115	-	JAKSZP010000197.1	-	62319	62391	6.688776	2.341367	3.359594
L0F63_003116	ENO1_1	JAKSZP010000197.1	-	145021	146472	608.408997	212.970032	305.587646
L0F63_003158	-	JAKSZP010000200.1	+	50017	50093	0.000000	0.000000	0.000000
L0F63_003143	SOL1	JAKSZP010000199.1	+	51060	51760	1642.784546	575.047119	825.126892
L0F63_003159	MPP10	JAKSZP010000200.1	+	121541	122925	94.406151	33.046322	47.417694
L0F63_003211	-	JAKSZP010000205.1	-	31445	31517	4.742346	1.660030	2.381954
L0F63_003220	DRS2	JAKSZP010000206.1	-	50136	54405	253.364532	88.688774	127.258255
L0F63_003225	-	JAKSZP010000207.1	+	1306	7214	62.461594	21.864317	31.372793
L0F63_003254	VAM6	JAKSZP010000210.1	+	15827	18852	75.782814	26.527332	38.063690
L0F63_003277	-	JAKSZP010000212.1	+	60245	60318	0.000000	0.000000	0.000000
L0F63_003265	-	JAKSZP010000211.1	+	56129	56786	64.812157	22.687117	32.553421
L0F63_003255	ATG20	JAKSZP010000210.1	+	128757	130737	283.756500	99.327309	142.523331
L0F63_003324	UBP2	JAKSZP010000217.1	-	53156	56738	22.215004	7.776233	11.158005
L0F63_003316	ORC6	JAKSZP010000216.1	+	8691	10250	490.183472	171.585861	246.206085
L0F63_003456	-	JAKSZP010000231.1	+	78117	78986	655.266663	229.372284	329.123016
L0F63_003410	-	JAKSZP010000225.1	-	19313	21308	1368.661499	479.091980	687.442200
L0F63_003473	-	JAKSZP010000232.1	-	103827	108971	39.197689	13.720922	19.687954
L0F63_003502	-	JAKSZP010000234.1	+	39264	40498	133.617935	46.772179	67.112732
L0F63_003534	cdc17	JAKSZP010000237.1	-	47520	50261	49.218639	17.228697	24.721212
L0F63_003543	-	JAKSZP010000238.1	+	115781	115857	6.179440	2.163077	3.103768
L0F63_003567	TOP2_18	JAKSZP010000241.1	+	80629	83013	1.074609	0.376161	0.539747
L0F63_003535	GCN20	JAKSZP010000237.1	+	71069	73482	293.334503	102.680038	147.334106
L0F63_003714	-	JAKSZP010000258.1	+	79922	81413	23.888653	8.362083	11.998633
L0F63_003712	EEF1A1	JAKSZP010000258.1	-	45538	46111	368.757843	129.081528	185.217255
L0F63_003713	-	JAKSZP010000258.1	-	46370	46908	406.207794	142.190674	204.027359
L0F63_003731	TOP1	JAKSZP010000260.1	-	39571	42590	168.130234	58.853008	84.447342
L0F63_003738	ADP1	JAKSZP010000261.1	+	99360	102357	202.655472	70.938362	101.788445
L0F63_003723	HSP82	JAKSZP010000259.1	-	37222	39345	8853.531250	3099.126953	4446.893066
L0F63_003755	-	JAKSZP010000262.1	-	63126	63412	209.758072	73.424591	105.355888
L0F63_003780	-	JAKSZP010000265.1	-	47378	48019	0.000000	0.000000	0.000000
L0F63_003754	SFB3	JAKSZP010000262.1	-	11951	17394	586.705872	205.372971	294.686737
L0F63_003798	-	JAKSZP010000267.1	+	89561	89634	1.159909	0.406019	0.582591
L0F63_003797	-	JAKSZP010000267.1	-	56724	57945	92.385551	32.339024	46.402802
L0F63_003826	-	JAKSZP010000270.1	-	65915	65988	1.716216	0.600751	0.862010
L0F63_003876	NEP1	JAKSZP010000276.1	-	28541	29511	82.570251	28.903234	41.472836
L0F63_003825	PBP2_1	JAKSZP010000270.1	-	14400	16085	504.306580	176.529572	253.299774
L0F63_003877	KEX2_3	JAKSZP010000276.1	+	47582	50322	661.445251	231.535065	332.226318
L0F63_003890	-	JAKSZP010000278.1	+	97324	97397	0.000000	0.000000	0.000000
L0F63_003889	-	JAKSZP010000278.1	+	8651	9270	7858.903809	2750.963379	3947.318115
L0F63_003933	-	JAKSZP010000283.1	-	52002	52515	81.740494	28.612783	41.056072
L0F63_003938	-	JAKSZP010000284.1	+	83532	86529	12.299738	4.305451	6.177831
L0F63_003949	-	JAKSZP010000285.1	-	92521	93569	10.192780	3.567923	5.119562
L0F63_003896	ENO1_2	JAKSZP010000279.1	-	33677	35128	802.599426	280.945251	403.124298
L0F63_003926	-	JAKSZP010000282.1	-	115356	116812	228.988022	80.155922	115.014580
L0F63_003991	-	JAKSZP010000291.1	+	50586	52781	209.088882	73.190346	105.019775
L0F63_004002	SPT7_2	JAKSZP010000292.1	+	108241	112210	20.934095	7.327858	10.514639
L0F63_004055	BPL1_2	JAKSZP010000299.1	+	18894	19636	22.529078	7.886172	11.315756
L0F63_004048	RFA1	JAKSZP010000298.1	-	43683	45983	264.929810	92.737129	133.067184
L0F63_004061	-	JAKSZP010000300.1	-	67029	68257	577.126160	202.019638	289.875092
L0F63_004092	-	JAKSZP010000304.1	-	64665	64932	25.559702	8.947024	12.837957
L0F63_004087	WDR5	JAKSZP010000303.1	-	70836	73121	243.663956	85.293152	122.385910
L0F63_004108	-	JAKSZP010000306.1	+	66307	66378	0.000000	0.000000	0.000000
L0F63_004098	-	JAKSZP010000305.1	+	22131	23486	399.126343	139.711838	200.470520
L0F63_004134	-	JAKSZP010000310.1	+	515	3056	149.237823	52.239830	74.958183
L0F63_004143	URE1	JAKSZP010000311.1	-	52002	54685	84.632805	29.625219	42.508804
L0F63_004176	NTH1_2	JAKSZP010000314.1	-	24239	27085	118.520081	41.487263	59.529480
L0F63_004186	-	JAKSZP010000315.1	-	56516	57712	1.112782	0.389523	0.558921
L0F63_004234	-	JAKSZP010000321.1	-	85554	85627	8.351352	2.923342	4.194662
L0F63_004252	-	JAKSZP010000324.1	-	33984	36097	76.147194	26.654882	38.246708
L0F63_004370	-	JAKSZP010000341.1	-	39848	39921	2.618917	0.916737	1.315412
L0F63_004355	NAP1_2	JAKSZP010000339.1	+	63915	64328	142.252884	49.794792	71.449829
L0F63_004394	-	JAKSZP010000344.1	-	77545	77618	2.554054	0.894032	1.282833
L0F63_004410	-	JAKSZP010000345.1	+	6232	6920	0.000000	0.000000	0.000000
L0F63_004429	-	JAKSZP010000347.1	-	11259	13157	0.000000	0.000000	0.000000
L0F63_004371	smc6	JAKSZP010000341.1	+	43817	48323	386.431763	135.268188	194.094391
L0F63_004452	-	JAKSZP010000349.1	-	68754	69159	3.821534	1.337706	1.919455
L0F63_004453	-	JAKSZP010000349.1	+	69326	71096	431.251160	150.956955	216.605972
L0F63_004460	-	JAKSZP010000350.1	+	95195	96882	198.764847	69.576469	99.834290
L0F63_004482	-	JAKSZP010000353.1	+	82093	84486	230.403595	80.651436	115.725594
L0F63_004527	-	JAKSZP010000360.1	+	67306	67589	118.264084	41.397655	59.400898
L0F63_004528	-	JAKSZP010000360.1	+	67838	69070	152.586380	53.411976	76.640076
L0F63_004561	-	JAKSZP010000364.1	+	37875	39606	251.979767	88.204048	126.562721
L0F63_004585	-	JAKSZP010000368.1	+	2842	5084	331.122223	115.907402	166.313858
L0F63_004612	-	JAKSZP010000372.1	-	61462	61535	3.959455	1.385984	1.988729
L0F63_004597	-	JAKSZP010000370.1	-	328	835	2732.143799	956.370972	1372.283081
L0F63_004613	GDH3	JAKSZP010000372.1	+	80088	81773	674.008545	235.932755	338.536560
L0F63_004619	sec1_2	JAKSZP010000373.1	-	81929	83986	153.010361	53.560383	76.853035
L0F63_004715	RRS1	JAKSZP010000384.1	+	9807	10425	147.936066	51.784157	74.304344
L0F63_004657	-	JAKSZP010000377.1	+	58154	58939	885.610657	310.002838	444.818665
L0F63_004740	-	JAKSZP010000387.1	+	10468	12260	281.516266	98.543129	141.398117
L0F63_004752	-	JAKSZP010000390.1	+	59278	59637	0.000000	0.000000	0.000000
L0F63_004753	-	JAKSZP010000390.1	-	60047	62223	241.619675	84.577560	121.359131
L0F63_004759	-	JAKSZP010000391.1	-	78068	78973	111.950317	39.187553	56.229664
L0F63_004772	-	JAKSZP010000393.1	-	11418	12499	588.139893	205.874954	295.407013
L0F63_004781	HRK1_1	JAKSZP010000394.1	-	69280	70659	1305.955933	457.142242	655.946899
L0F63_004955	-	JAKSZP010000419.1	-	26371	27181	12.431566	4.351597	6.244044
L0F63_004978	-	JAKSZP010000422.1	-	78850	79742	2.744220	0.960598	1.378349
L0F63_004943	-	JAKSZP010000418.1	+	15667	16961	1041.527832	364.580719	523.131653
L0F63_005001	BPL1_3	JAKSZP010000426.1	-	66505	68555	201.083725	70.388191	100.999001
L0F63_005006	-	JAKSZP010000427.1	-	55474	57314	318.766418	111.582321	160.107895
L0F63_005039	-	JAKSZP010000434.1	+	23939	24321	0.000000	0.000000	0.000000
L0F63_004806	-	JAKSZP010000397.1	-	6504	7320	10619.670898	3717.353760	5333.977539
L0F63_004807	-	JAKSZP010000397.1	-	7327	8240	8326.473633	2914.633545	4182.166016
L0F63_005048	-	JAKSZP010000435.1	-	70629	70986	0.000000	0.000000	0.000000
L0F63_005096	-	JAKSZP010000443.1	+	1835	3390	49.677223	17.389221	24.951546
L0F63_005097	-	JAKSZP010000443.1	+	3876	4047	63.819767	22.339737	32.054970
L0F63_005121	-	JAKSZP010000448.1	-	66919	68042	3.196970	1.119081	1.605753
L0F63_005079	-	JAKSZP010000440.1	+	28004	28086	0.000000	0.000000	0.000000
L0F63_005080	-	JAKSZP010000440.1	-	60517	63901	253.550140	88.753746	127.351486
L0F63_005122	SGT1	JAKSZP010000448.1	-	68883	70278	486.122131	170.164215	244.166199
L0F63_005143	-	JAKSZP010000451.1	+	26005	26235	192.199127	67.278183	96.536499
L0F63_005144	NPEPL1	JAKSZP010000451.1	+	26734	27861	183.223206	64.136215	92.028130
L0F63_005183	-	JAKSZP010000457.1	-	20566	21846	153.269882	53.651226	76.983383
L0F63_005184	-	JAKSZP010000457.1	-	21854	22748	136.347061	47.727493	68.483498
L0F63_005212	AOX2	JAKSZP010000462.1	-	9506	10426	179.667755	62.891651	90.242332
L0F63_005261	-	JAKSZP010000470.1	+	64061	65702	142.219299	49.783035	71.432961
L0F63_005272	-	JAKSZP010000473.1	+	5336	5508	0.000000	0.000000	0.000000
L0F63_005273	-	JAKSZP010000473.1	+	49471	51820	4.157817	1.455420	2.088361
L0F63_005270	-	JAKSZP010000472.1	+	17638	19796	306.973358	107.454231	154.184540
L0F63_005346	-	JAKSZP010000486.1	-	50050	50122	0.000000	0.000000	0.000000
L0F63_005390	-	JAKSZP010000494.1	+	14735	14808	0.000000	0.000000	0.000000
L0F63_005387	BUB1_1	JAKSZP010000493.1	-	2258	4313	2.334630	0.817224	1.172622
L0F63_005297	NTE1	JAKSZP010000477.1	-	54911	59212	380.670715	133.251556	191.200760
L0F63_005493	-	JAKSZP010000509.1	-	62655	64335	11.212183	3.924759	5.631581
L0F63_005509	-	JAKSZP010000511.1	-	54273	54346	0.000000	0.000000	0.000000
L0F63_005477	-	JAKSZP010000507.1	-	15086	17408	153.903320	53.872959	77.301544
L0F63_005563	-	JAKSZP010000522.1	+	55323	55395	16.700153	5.845791	8.388042
L0F63_005585	MET6	JAKSZP010000526.1	-	3942	6432	608.439453	212.980682	305.602905
L0F63_005591	YCK2_2	JAKSZP010000527.1	-	38129	39516	504.006500	176.424545	253.149033
L0F63_005592	-	JAKSZP010000527.1	-	39628	39783	438.339752	153.438278	220.166382
L0F63_005597	-	JAKSZP010000528.1	-	40331	42322	105.815147	37.039974	53.148129
L0F63_005651	-	JAKSZP010000540.1	+	49030	49101	0.000000	0.000000	0.000000
L0F63_005601	-	JAKSZP010000529.1	+	14519	15623	465.356995	162.895493	233.736420
L0F63_005726	ZSCAN29	JAKSZP010000557.1	-	4443	5384	4.729300	1.655464	2.375401
L0F63_005669	NUG1	JAKSZP010000544.1	-	36849	38760	74.130508	25.948952	37.233780
L0F63_005736	-	JAKSZP010000559.1	-	4087	6293	28.213282	9.875895	14.170780
L0F63_005732	-	JAKSZP010000558.1	-	35689	36533	277.685425	97.202164	139.473999
L0F63_005747	-	JAKSZP010000561.1	-	51027	54304	100.061005	35.025772	50.257980
L0F63_005845	-	JAKSZP010000579.1	-	29524	30496	1.591984	0.557265	0.799611
L0F63_005864	-	JAKSZP010000584.1	+	22482	26774	129.694504	45.398808	65.142097
L0F63_005806	-	JAKSZP010000572.1	+	30237	33372	2156.513916	754.875122	1083.159424
L0F63_005872	-	JAKSZP010000585.1	-	6956	8213	72.407738	25.345905	36.368477
L0F63_005922	-	JAKSZP010000596.1	+	1422	2084	398.251892	139.405746	200.031326
L0F63_005923	-	JAKSZP010000596.1	-	2479	2913	0.000000	0.000000	0.000000
L0F63_005931	mcl1_3	JAKSZP010000598.1	-	12385	15994	33.119236	11.593195	16.634911
L0F63_005946	LIA1	JAKSZP010000601.1	+	14715	15627	56.526482	19.786766	28.391745
L0F63_005950	-	JAKSZP010000602.1	+	44740	45829	229.430740	80.310890	115.236946
L0F63_005954	CWC22	JAKSZP010000603.1	-	44012	46517	188.203094	65.879395	94.529396
L0F63_006059	-	JAKSZP010000632.1	-	44778	44850	4.959404	1.736010	2.490977
L0F63_006064	-	JAKSZP010000635.1	-	10935	12020	1076.180786	376.710815	540.536926
L0F63_006104	-	JAKSZP010000644.1	+	35571	38190	46.006866	16.104435	23.108025
L0F63_006080	-	JAKSZP010000638.1	-	40263	42087	699.805603	244.962860	351.493713
L0F63_006114	-	JAKSZP010000648.1	+	40603	44112	361.360535	126.492142	181.501770
L0F63_006125	Calm2	JAKSZP010000651.1	+	24741	25284	1626.772339	569.442139	817.084412
L0F63_006144	-	JAKSZP010000654.1	+	28744	28948	2.458537	0.860597	1.234858
L0F63_006145	DAP1	JAKSZP010000654.1	+	30056	30584	1136.447632	397.806854	570.807373
L0F63_006155	-	JAKSZP010000656.1	+	41864	42353	16897.548828	5914.888184	8487.188477
L0F63_006167	-	JAKSZP010000658.1	-	11367	12925	862.070435	301.762726	432.995026
L0F63_006236	-	JAKSZP010000673.1	-	39816	41557	7.716338	2.701059	3.875711
L0F63_006209	-	JAKSZP010000667.1	+	10646	11604	1002.171509	350.804291	503.364044
L0F63_006254	-	JAKSZP010000678.1	+	28433	29240	102.144890	35.755222	51.304657
L0F63_006270	ERB1_2	JAKSZP010000682.1	+	3910	6867	157.305664	55.063931	79.010445
L0F63_006304	-	JAKSZP010000690.1	+	30479	30552	0.000000	0.000000	0.000000
L0F63_006277	-	JAKSZP010000684.1	-	4564	6036	195.151978	68.311806	98.019646
L0F63_006319	-	JAKSZP010000693.1	-	41076	41691	419.636871	146.891434	210.772415
L0F63_006342	ded1	JAKSZP010000697.1	+	6195	7675	298.198273	104.382568	149.777054
L0F63_006354	-	JAKSZP010000701.1	+	20461	23016	143.428177	50.206196	72.040154
L0F63_006462	-	JAKSZP010000729.1	-	27918	28826	1.519252	0.531805	0.763080
L0F63_006480	-	JAKSZP010000736.1	-	2476	2548	1.753425	0.613776	0.880699
L0F63_006486	-	JAKSZP010000737.1	-	16291	16505	110.059143	38.525562	55.279778
L0F63_006493	-	JAKSZP010000739.1	+	16296	17168	140.355896	49.130764	70.497025
L0F63_006526	PPX1	JAKSZP010000750.1	+	11836	13706	79.305229	27.760332	39.832905
L0F63_006498	EDC4	JAKSZP010000741.1	-	32290	35844	307.011414	107.467560	154.203659
L0F63_006542	TPI1	JAKSZP010000756.1	-	6984	7864	2545.799561	891.142334	1278.687378
L0F63_006609	-	JAKSZP010000777.1	+	32195	32267	0.000000	0.000000	0.000000
L0F63_006597	-	JAKSZP010000774.1	+	3387	5842	26.487597	9.271829	13.304014
