Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
L0F63_003938	-	JAKSZP010000284.1	+	83532	86529	5.935864	2.752212	3.879579
L0F63_003963	-	JAKSZP010000287.1	+	113229	113301	2.287671	1.060697	1.495183
L0F63_003949	-	JAKSZP010000285.1	-	92521	93569	9.857911	4.570701	6.442962
L0F63_003926	-	JAKSZP010000282.1	-	115356	116812	277.157166	128.506180	181.145187
L0F63_003991	-	JAKSZP010000291.1	+	50586	52781	36.342716	16.850597	23.752979
L0F63_004002	SPT7_2	JAKSZP010000292.1	+	108241	112210	6.947789	3.221399	4.540956
L0F63_004055	BPL1_2	JAKSZP010000299.1	+	18894	19636	6.561702	3.042387	4.288616
L0F63_004048	RFA1	JAKSZP010000298.1	-	43683	45983	140.129868	64.972359	91.586494
L0F63_004061	-	JAKSZP010000300.1	-	67029	68257	155.866333	72.268700	101.871574
L0F63_004092	-	JAKSZP010000304.1	-	64665	64932	12.757463	5.915102	8.338060
L0F63_004087	WDR5	JAKSZP010000303.1	-	70836	73121	118.030823	54.725956	77.142929
L0F63_004098	-	JAKSZP010000305.1	+	22131	23486	212.415497	98.488182	138.831146
L0F63_004143	URE1	JAKSZP010000311.1	-	52002	54685	8.910787	4.131559	5.823938
L0F63_004134	-	JAKSZP010000310.1	+	515	3056	123.921883	57.457394	80.993225
L0F63_004188	-	JAKSZP010000315.1	-	62555	62855	0.000000	0.000000	0.000000
L0F63_004186	-	JAKSZP010000315.1	-	56516	57712	4.291562	1.989818	2.804892
L0F63_004234	-	JAKSZP010000321.1	-	85554	85627	3.972973	1.842101	2.596667
L0F63_004252	-	JAKSZP010000324.1	-	33984	36097	43.250164	20.053293	28.267569
L0F63_004176	NTH1_2	JAKSZP010000314.1	-	24239	27085	272.849792	126.509041	178.329971
L0F63_004370	-	JAKSZP010000341.1	-	39848	39921	1.690922	0.784010	1.105158
L0F63_004355	NAP1_2	JAKSZP010000339.1	+	63915	64328	83.712425	38.813950	54.713009
L0F63_004410	-	JAKSZP010000345.1	+	6232	6920	0.000000	0.000000	0.000000
L0F63_004429	-	JAKSZP010000347.1	-	11259	13157	0.000000	0.000000	0.000000
L0F63_004394	-	JAKSZP010000344.1	-	77545	77618	2.635135	1.221802	1.722279
L0F63_004371	smc6	JAKSZP010000341.1	+	43817	48323	130.064026	60.305248	85.007622
L0F63_004452	-	JAKSZP010000349.1	-	68754	69159	0.000000	0.000000	0.000000
L0F63_004453	-	JAKSZP010000349.1	+	69326	71096	127.147522	58.952991	83.101448
L0F63_004460	-	JAKSZP010000350.1	+	95195	96882	45.557575	21.123142	29.775654
L0F63_004514	-	JAKSZP010000358.1	-	14761	14834	0.000000	0.000000	0.000000
L0F63_004527	-	JAKSZP010000360.1	+	67306	67589	68.728874	31.866705	44.920017
L0F63_004528	-	JAKSZP010000360.1	+	67838	69070	80.228714	37.198700	52.436115
L0F63_004561	-	JAKSZP010000364.1	+	37875	39606	292.898010	135.804565	191.433136
L0F63_004482	-	JAKSZP010000353.1	+	82093	84486	1116.233276	517.550720	729.550964
L0F63_004585	-	JAKSZP010000368.1	+	2842	5084	115.992035	53.780655	75.810410
L0F63_004612	-	JAKSZP010000372.1	-	61462	61535	9.391889	4.354626	6.138378
L0F63_004597	-	JAKSZP010000370.1	-	328	835	897.382446	416.078705	586.513855
L0F63_004613	GDH3	JAKSZP010000372.1	+	80088	81773	182.257065	84.504974	119.120110
L0F63_004619	sec1_2	JAKSZP010000373.1	-	81929	83986	100.232857	46.473785	65.510483
L0F63_004715	RRS1	JAKSZP010000384.1	+	9807	10425	92.995430	43.118092	60.780228
L0F63_004740	-	JAKSZP010000387.1	+	10468	12260	115.677116	53.634644	75.604591
L0F63_004657	-	JAKSZP010000377.1	+	58154	58939	1380.556641	640.106384	902.308289
L0F63_004759	-	JAKSZP010000391.1	-	78068	78973	14.913836	6.914922	9.747429
L0F63_004752	-	JAKSZP010000390.1	+	59278	59637	0.000000	0.000000	0.000000
L0F63_004753	-	JAKSZP010000390.1	-	60047	62223	165.004623	76.505745	107.844208
L0F63_004772	-	JAKSZP010000393.1	-	11418	12499	361.452026	167.590179	236.238876
L0F63_004781	HRK1_1	JAKSZP010000394.1	-	69280	70659	602.096436	279.166962	393.519958
L0F63_004955	-	JAKSZP010000419.1	-	26371	27181	5.939581	2.753935	3.882009
L0F63_004943	-	JAKSZP010000418.1	+	15667	16961	213.455063	98.970184	139.510574
L0F63_004806	-	JAKSZP010000397.1	-	6504	7320	0.000000	0.000000	0.000000
L0F63_004807	-	JAKSZP010000397.1	-	7327	8240	505.242493	234.259811	330.217865
L0F63_004978	-	JAKSZP010000422.1	-	78850	79742	0.000000	0.000000	0.000000
L0F63_005001	BPL1_3	JAKSZP010000426.1	-	66505	68555	144.411331	66.957497	94.384781
L0F63_005039	-	JAKSZP010000434.1	+	23939	24321	1.107050	0.513293	0.723549
L0F63_005006	-	JAKSZP010000427.1	-	55474	57314	380.220978	176.292557	248.505951
L0F63_005096	-	JAKSZP010000443.1	+	1835	3390	33.711914	15.630805	22.033533
L0F63_005097	-	JAKSZP010000443.1	+	3876	4047	51.476746	23.867615	33.644321
L0F63_005080	-	JAKSZP010000440.1	-	60517	63901	216.864639	100.551064	141.739029
L0F63_005121	-	JAKSZP010000448.1	-	66919	68042	2.669197	1.237595	1.744542
L0F63_005122	SGT1	JAKSZP010000448.1	-	68883	70278	79.074226	36.663414	51.681561
L0F63_005143	-	JAKSZP010000451.1	+	26005	26235	25.164503	11.667727	16.447090
L0F63_005144	NPEPL1	JAKSZP010000451.1	+	26734	27861	35.534908	16.476051	23.225010
L0F63_005207	-	JAKSZP010000461.1	+	46420	46492	1.753425	0.812990	1.146009
L0F63_005183	-	JAKSZP010000457.1	-	20566	21846	90.792770	42.096813	59.340603
L0F63_005184	-	JAKSZP010000457.1	-	21854	22748	83.129410	38.543633	54.331963
L0F63_005212	AOX2	JAKSZP010000462.1	-	9506	10426	22.212812	10.299152	14.517915
L0F63_005261	-	JAKSZP010000470.1	+	64061	65702	50.043098	23.202892	32.707317
L0F63_005273	-	JAKSZP010000473.1	+	49471	51820	21.554573	9.993955	14.087702
L0F63_005270	-	JAKSZP010000472.1	+	17638	19796	92.145805	42.724155	60.224926
L0F63_005390	-	JAKSZP010000494.1	+	14735	14808	0.000000	0.000000	0.000000
L0F63_005387	BUB1_1	JAKSZP010000493.1	-	2258	4313	1.076362	0.499064	0.703492
L0F63_005297	NTE1	JAKSZP010000477.1	-	54911	59212	103.279846	47.886547	67.501945
L0F63_005477	-	JAKSZP010000507.1	-	15086	17408	73.570648	34.111633	48.084518
L0F63_005509	-	JAKSZP010000511.1	-	54273	54346	0.000000	0.000000	0.000000
L0F63_005493	-	JAKSZP010000509.1	-	62655	64335	150.332642	69.702957	98.254845
L0F63_005563	-	JAKSZP010000522.1	+	55323	55395	12.655837	5.867982	8.271639
L0F63_005585	MET6	JAKSZP010000526.1	-	3942	6432	107.651932	49.913700	70.359459
L0F63_005591	YCK2_2	JAKSZP010000527.1	-	38129	39516	235.877533	109.366547	154.165527
L0F63_005592	-	JAKSZP010000527.1	-	39628	39783	213.733978	99.099510	139.692886
L0F63_005597	-	JAKSZP010000528.1	-	40331	42322	54.544033	25.289787	35.649048
L0F63_005663	-	JAKSZP010000543.1	+	51183	51255	0.000000	0.000000	0.000000
L0F63_005601	-	JAKSZP010000529.1	+	14519	15623	224.404282	104.046883	146.666809
L0F63_005726	ZSCAN29	JAKSZP010000557.1	-	4443	5384	2.526539	1.171450	1.651303
L0F63_005669	NUG1	JAKSZP010000544.1	-	36849	38760	27.348455	12.680335	17.874483
L0F63_005732	-	JAKSZP010000558.1	-	35689	36533	144.386017	66.945755	94.368233
L0F63_005736	-	JAKSZP010000559.1	-	4087	6293	15.348659	7.116531	10.031621
L0F63_005747	-	JAKSZP010000561.1	-	51027	54304	28.584881	13.253613	18.682589
L0F63_005845	-	JAKSZP010000579.1	-	29524	30496	233.151077	108.102402	152.383560
L0F63_005806	-	JAKSZP010000572.1	+	30237	33372	333.728607	154.736008	218.119324
L0F63_005864	-	JAKSZP010000584.1	+	22482	26774	32.437416	15.039873	21.200541
L0F63_005872	-	JAKSZP010000585.1	-	6956	8213	36.437500	16.894545	23.814928
L0F63_005931	mcl1_3	JAKSZP010000598.1	-	12385	15994	12.465622	5.779788	8.147318
L0F63_005946	LIA1	JAKSZP010000601.1	+	14715	15627	19.090343	8.851395	12.477123
L0F63_005922	-	JAKSZP010000596.1	+	1422	2084	278.622925	129.185806	182.103180
L0F63_005923	-	JAKSZP010000596.1	-	2479	2913	0.000000	0.000000	0.000000
L0F63_005950	-	JAKSZP010000602.1	+	44740	45829	239.213089	110.913101	156.345596
L0F63_005954	CWC22	JAKSZP010000603.1	-	44012	46517	51.632328	23.939753	33.746006
L0F63_006059	-	JAKSZP010000632.1	-	44778	44850	1.941043	0.899980	1.268633
L0F63_006080	-	JAKSZP010000638.1	-	40263	42087	65.730400	30.476439	42.960266
L0F63_006104	-	JAKSZP010000644.1	+	35571	38190	15.888412	7.366793	10.384395
L0F63_006114	-	JAKSZP010000648.1	+	40603	44112	45.828869	21.248930	29.952965
L0F63_006064	-	JAKSZP010000635.1	-	10935	12020	3389.162598	1571.412964	2215.098633
L0F63_006125	Calm2	JAKSZP010000651.1	+	24741	25284	1203.995728	558.242432	786.911072
L0F63_006144	-	JAKSZP010000654.1	+	28744	28948	4.253659	1.972244	2.780119
L0F63_006145	DAP1	JAKSZP010000654.1	+	30056	30584	468.327393	217.143829	306.090790
L0F63_006155	-	JAKSZP010000656.1	+	41864	42353	2893.608154	1341.645142	1891.212891
L0F63_006167	-	JAKSZP010000658.1	-	11367	12925	385.312317	178.653214	251.833557
L0F63_006209	-	JAKSZP010000667.1	+	10646	11604	1925.907471	892.962769	1258.740234
L0F63_006236	-	JAKSZP010000673.1	-	39816	41557	405.731598	188.120773	265.179230
L0F63_006254	-	JAKSZP010000678.1	+	28433	29240	353.796906	164.040833	231.235611
L0F63_006270	ERB1_2	JAKSZP010000682.1	+	3910	6867	47.655193	22.095720	31.146620
L0F63_006304	-	JAKSZP010000690.1	+	30479	30552	0.000000	0.000000	0.000000
L0F63_006277	-	JAKSZP010000684.1	-	4564	6036	91.270477	42.318306	59.652828
L0F63_006319	-	JAKSZP010000693.1	-	41076	41691	229.790283	106.544144	150.187012
L0F63_006354	-	JAKSZP010000701.1	+	20461	23016	51.551003	23.902044	33.692856
L0F63_006342	ded1	JAKSZP010000697.1	+	6195	7675	460.935760	213.716644	301.259766
L0F63_006462	-	JAKSZP010000729.1	-	27918	28826	2.349835	1.089520	1.535812
L0F63_006480	-	JAKSZP010000736.1	-	2476	2548	1.698630	0.787584	1.110196
L0F63_006486	-	JAKSZP010000737.1	-	16291	16505	25.034946	11.607657	16.362413
L0F63_006493	-	JAKSZP010000739.1	+	16296	17168	23.605263	10.944773	15.427996
L0F63_006526	PPX1	JAKSZP010000750.1	+	11836	13706	26.445736	12.261782	17.284481
L0F63_006498	EDC4	JAKSZP010000741.1	-	32290	35844	126.938515	58.856079	82.964844
L0F63_006542	TPI1	JAKSZP010000756.1	-	6984	7864	1330.093140	616.708557	869.326172
L0F63_006597	-	JAKSZP010000774.1	+	3387	5842	12.380243	5.740201	8.091516
L0F63_006593	-	JAKSZP010000772.1	+	26848	28802	307.246979	142.457581	200.811371
L0F63_006594	-	JAKSZP010000772.1	-	29030	29265	0.000000	0.000000	0.000000
L0F63_006649	-	JAKSZP010000789.1	-	28142	29613	42.778717	19.834703	27.959438
L0F63_006619	brr2	JAKSZP010000780.1	+	12932	19601	54.528454	25.282564	35.638866
