Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
L0F63_000792	RHO1_1	JAKSZP010000032.1	-	259332	260003	0.000000	0.000000	0.000000
L0F63_000788	-	JAKSZP010000032.1	+	15254	15929	2.288618	2.342320	3.055569
L0F63_000789	-	JAKSZP010000032.1	-	15945	17457	26.343670	26.961821	35.171837
L0F63_000809	-	JAKSZP010000033.1	-	76327	76927	142.117218	145.451996	189.742874
L0F63_000810	MID1_1	JAKSZP010000033.1	+	156298	157448	22.811468	23.346737	30.455940
L0F63_000811	MID1_2	JAKSZP010000033.1	+	288423	290064	14.552381	14.893850	19.429108
L0F63_000832	MYO2	JAKSZP010000034.1	-	192608	197549	28.753498	29.428196	38.389236
L0F63_000874	-	JAKSZP010000036.1	+	263270	264053	10.283334	10.524631	13.729437
L0F63_000853	-	JAKSZP010000035.1	-	268807	273597	11.726356	12.001513	15.656037
L0F63_000852	RHO1_2	JAKSZP010000035.1	+	60749	61474	793.687134	812.310913	1059.663818
L0F63_000933	SEC17	JAKSZP010000039.1	-	190894	191972	185.043274	189.385284	247.054123
L0F63_001014	-	JAKSZP010000044.1	-	25037	25880	14.474359	14.813998	19.324938
L0F63_001015	-	JAKSZP010000044.1	-	190888	191541	0.000000	0.000000	0.000000
L0F63_001056	-	JAKSZP010000046.1	+	6708	7728	22.476868	23.004284	30.009211
L0F63_001057	-	JAKSZP010000046.1	+	7777	11883	41.396423	42.367786	55.269001
L0F63_001058	-	JAKSZP010000046.1	-	158707	161271	85.587898	87.596207	114.269714
L0F63_001071	SEC4	JAKSZP010000047.1	+	169314	170068	90.146461	92.261742	120.355927
L0F63_001158	-	JAKSZP010000052.1	+	134301	138890	3.901690	3.993243	5.209206
L0F63_001178	-	JAKSZP010000053.1	+	208311	210170	0.000000	0.000000	0.000000
L0F63_001179	-	JAKSZP010000053.1	+	225162	225234	0.000000	0.000000	0.000000
L0F63_001176	-	JAKSZP010000053.1	+	14197	14482	23.272728	23.818821	31.071775
L0F63_001177	-	JAKSZP010000053.1	+	14553	17838	16.181391	16.561085	21.604023
L0F63_001159	-	JAKSZP010000052.1	+	216229	218288	222.700836	227.926483	297.331299
L0F63_001190	-	JAKSZP010000054.1	-	15	916	100.911308	103.279182	134.728241
L0F63_001205	-	JAKSZP010000055.1	-	179117	180326	132.817352	135.933899	177.326477
L0F63_001258	PKP2	JAKSZP010000058.1	+	100696	102072	22.713438	23.246407	30.325060
L0F63_001227	PWP2	JAKSZP010000056.1	+	14787	22907	29.206430	29.891756	38.993954
L0F63_001259	-	JAKSZP010000058.1	-	249126	249988	58.467262	59.839191	78.060539
L0F63_001325	GPS1	JAKSZP010000061.1	+	204600	204869	49.252136	50.407829	65.757278
L0F63_001445	-	JAKSZP010000069.1	+	8808	9300	0.000000	0.000000	0.000000
L0F63_001370	-	JAKSZP010000064.1	+	240778	242271	30.120998	30.827785	40.215008
L0F63_001458	-	JAKSZP010000070.1	+	157143	157220	0.000000	0.000000	0.000000
L0F63_001457	VMA8	JAKSZP010000070.1	+	71953	73043	209.428024	214.342224	279.610565
L0F63_001492	-	JAKSZP010000072.1	+	136552	137361	66.615044	68.178154	88.938766
L0F63_001493	-	JAKSZP010000072.1	+	137381	137852	93.365913	95.556732	124.654259
L0F63_001494	MYL9	JAKSZP010000072.1	-	232515	233396	79.574074	81.441269	106.240562
L0F63_001518	NOP4	JAKSZP010000073.1	-	6713	9855	7.428333	7.602638	9.917681
L0F63_001611	-	JAKSZP010000079.1	-	65806	72635	20.617867	21.101664	27.527229
L0F63_001519	-	JAKSZP010000073.1	+	149918	152575	242.446152	248.135132	323.693573
L0F63_001612	-	JAKSZP010000079.1	+	218810	221584	24.965910	25.551733	33.332371
L0F63_001672	MIA40	JAKSZP010000082.1	-	20111	20299	3.365079	3.444040	4.492769
L0F63_001632	-	JAKSZP010000080.1	-	208496	211029	22.201778	22.722740	29.641933
L0F63_001631	-	JAKSZP010000080.1	+	72829	74452	237.318558	242.887207	316.847656
L0F63_001673	ORC3	JAKSZP010000082.1	-	183130	186127	8.463979	8.662585	11.300388
L0F63_001743	-	JAKSZP010000086.1	-	14269	14532	0.000000	0.000000	0.000000
L0F63_001744	-	JAKSZP010000086.1	+	188391	191186	53.016705	54.260735	70.783417
L0F63_001806	-	JAKSZP010000090.1	+	111324	111861	78.741646	80.589310	105.129181
L0F63_001896	-	JAKSZP010000097.1	+	38396	39483	5.744476	5.879269	7.669538
L0F63_001869	-	JAKSZP010000095.1	+	34025	37245	8.355038	8.551087	11.154939
L0F63_001926	-	JAKSZP010000099.1	-	156572	157962	7.760317	7.942412	10.360918
L0F63_001966	-	JAKSZP010000102.1	-	3512	3994	6.664596	6.820980	8.898005
L0F63_001995	-	JAKSZP010000104.1	+	15760	16000	2.186722	2.238033	2.919526
L0F63_002024	-	JAKSZP010000106.1	-	113760	114569	13.994302	14.322676	18.684008
L0F63_002078	-	JAKSZP010000110.1	-	160092	160337	0.000000	0.000000	0.000000
L0F63_002103	-	JAKSZP010000112.1	+	76066	76138	0.000000	0.000000	0.000000
L0F63_002141	MIC10	JAKSZP010000115.1	-	39090	39459	31.055555	31.784269	41.462749
L0F63_002077	-	JAKSZP010000110.1	-	113817	115040	362.138306	370.635834	483.496399
L0F63_002220	-	JAKSZP010000120.1	-	126919	128375	13.669827	13.990588	18.250795
L0F63_002202	-	JAKSZP010000119.1	+	185526	187324	135.384476	138.561249	180.753891
L0F63_002250	RMD1	JAKSZP010000122.1	-	159239	161037	391.882629	401.078125	523.208496
L0F63_002294	-	JAKSZP010000126.1	+	177886	177961	0.000000	0.000000	0.000000
L0F63_002251	TIF6	JAKSZP010000122.1	+	161418	162509	352.592743	360.866302	470.751953
L0F63_002372	-	JAKSZP010000132.1	-	51631	52472	0.000000	0.000000	0.000000
L0F63_002441	dpp5	JAKSZP010000138.1	-	116431	118731	1.402095	1.434995	1.871958
L0F63_002406	-	JAKSZP010000135.1	+	157381	159452	9.454416	9.676263	12.622736
L0F63_002332	ypt1	JAKSZP010000129.1	+	18930	19394	747.150024	764.681824	997.531433
L0F63_002453	-	JAKSZP010000139.1	+	71233	72844	61.433464	62.874992	82.020760
L0F63_002454	-	JAKSZP010000139.1	-	118163	120456	39.195351	40.115063	52.330315
L0F63_002467	-	JAKSZP010000140.1	+	96965	97817	139.806305	143.086853	186.657532
L0F63_002560	-	JAKSZP010000148.1	-	79106	79179	1.000000	1.023465	1.335115
L0F63_002468	-	JAKSZP010000140.1	+	147071	148245	1698.107788	1737.953613	2267.169678
L0F63_002594	LST8	JAKSZP010000151.1	+	45201	45765	35.808601	36.648846	47.808609
L0F63_002616	-	JAKSZP010000153.1	-	122044	124091	10.763266	11.015825	14.370201
L0F63_002668	MPE1	JAKSZP010000157.1	-	9757	12844	83.477562	85.436356	111.452171
L0F63_002573	HGT20	JAKSZP010000149.1	-	139225	140722	862.211487	882.443176	1151.151733
L0F63_002693	-	JAKSZP010000159.1	+	463	1713	70.138885	71.784691	93.643501
L0F63_002669	-	JAKSZP010000157.1	+	20878	23733	147.677353	151.142578	197.166306
L0F63_002704	-	JAKSZP010000160.1	+	18804	21358	53.894623	55.159256	71.955536
L0F63_002705	-	JAKSZP010000160.1	-	130544	131827	244.555893	250.294373	326.510315
L0F63_002755	-	JAKSZP010000165.1	-	123786	125007	47.172161	48.279049	62.980274
L0F63_002823	-	JAKSZP010000170.1	+	147905	148929	3.715812	3.803003	4.961038
L0F63_002835	-	JAKSZP010000171.1	-	16027	17302	12.669943	12.967241	16.915834
L0F63_002803	-	JAKSZP010000168.1	-	156167	159630	45.991451	47.070637	61.403893
L0F63_002850	arc1	JAKSZP010000172.1	-	2750	4056	110.116249	112.700111	147.017883
L0F63_002877	-	JAKSZP010000174.1	-	54796	58097	52.931980	54.174023	70.670296
L0F63_002902	-	JAKSZP010000176.1	-	117355	120381	20.578777	21.061655	27.475042
L0F63_002932	FBP1	JAKSZP010000179.1	-	145009	146266	51.811443	53.027191	69.174255
L0F63_002942	ppk32	JAKSZP010000180.1	-	116420	119340	26.749138	27.376802	35.713184
L0F63_002952	TOP2_15	JAKSZP010000181.1	-	146078	147786	0.000000	0.000000	0.000000
L0F63_002949	-	JAKSZP010000181.1	-	125816	131027	18.667086	19.105106	24.922712
L0F63_002976	-	JAKSZP010000184.1	+	71564	72319	1.040984	1.065411	1.389834
L0F63_002998	-	JAKSZP010000187.1	+	991	2063	10.131642	10.369380	13.526911
L0F63_002954	-	JAKSZP010000181.1	+	151492	154621	118.882896	121.672470	158.722382
L0F63_003031	LSC2	JAKSZP010000190.1	-	8691	10343	78.590599	80.434715	104.927513
L0F63_003032	-	JAKSZP010000190.1	+	55818	56018	100.199005	102.550163	133.777237
L0F63_003048	-	JAKSZP010000191.1	+	25238	26609	37.195465	38.068253	49.660233
L0F63_003076	LEM3	JAKSZP010000193.1	-	26467	27194	54.241318	55.514084	72.418411
L0F63_003115	-	JAKSZP010000197.1	-	62319	62391	0.000000	0.000000	0.000000
L0F63_003116	ENO1_1	JAKSZP010000197.1	-	145021	146472	22.230652	22.752291	29.680485
L0F63_003159	MPP10	JAKSZP010000200.1	+	121541	122925	5.589401	5.720555	7.462495
L0F63_003211	-	JAKSZP010000205.1	-	31445	31517	0.000000	0.000000	0.000000
L0F63_003143	SOL1	JAKSZP010000199.1	+	51060	51760	560.920105	574.082031	748.893066
L0F63_003225	-	JAKSZP010000207.1	+	1306	7214	6.563058	6.717059	8.762440
L0F63_003254	VAM6	JAKSZP010000210.1	+	15827	18852	13.647249	13.967481	18.220652
L0F63_003220	DRS2	JAKSZP010000206.1	-	50136	54405	70.561462	72.217178	94.207695
L0F63_003265	-	JAKSZP010000211.1	+	56129	56786	2.042357	2.090281	2.726782
L0F63_003277	-	JAKSZP010000212.1	+	60245	60318	0.000000	0.000000	0.000000
L0F63_003255	ATG20	JAKSZP010000210.1	+	128757	130737	36.675335	37.535915	48.965801
L0F63_003316	ORC6	JAKSZP010000216.1	+	8691	10250	47.305264	48.415279	63.157982
L0F63_003335	-	JAKSZP010000218.1	+	48973	49049	0.000000	0.000000	0.000000
L0F63_003324	UBP2	JAKSZP010000217.1	-	53156	56738	6.796924	6.956413	9.074677
L0F63_003456	-	JAKSZP010000231.1	+	78117	78986	35.128071	35.952347	46.900028
L0F63_003502	-	JAKSZP010000234.1	+	39264	40498	4.729790	4.840775	6.314815
L0F63_003473	-	JAKSZP010000232.1	-	103827	108971	3.759835	3.848059	5.019814
L0F63_003534	cdc17	JAKSZP010000237.1	-	47520	50261	3.818860	3.908469	5.098619
L0F63_003543	-	JAKSZP010000238.1	+	115781	115857	1.503247	1.538520	2.007008
L0F63_003535	GCN20	JAKSZP010000237.1	+	71069	73482	52.754139	53.992008	70.432861
L0F63_003567	TOP2_18	JAKSZP010000241.1	+	80629	83013	5.089049	5.208463	6.794467
L0F63_003410	-	JAKSZP010000225.1	-	19313	21308	591.926514	605.816040	790.290161
L0F63_003714	-	JAKSZP010000258.1	+	79922	81413	5.586525	5.717612	7.458655
L0F63_003712	EEF1A1	JAKSZP010000258.1	-	45538	46111	290.796173	297.619659	388.246399
L0F63_003713	-	JAKSZP010000258.1	-	46370	46908	290.517639	297.334625	387.874542
L0F63_003731	TOP1	JAKSZP010000260.1	-	39571	42590	5.873016	6.010826	7.841154
L0F63_003723	HSP82	JAKSZP010000259.1	-	37222	39345	114.778717	117.471985	153.242828
L0F63_003738	ADP1	JAKSZP010000261.1	+	99360	102357	27.970285	28.626606	37.343559
L0F63_003770	-	JAKSZP010000264.1	+	28342	28417	0.000000	0.000000	0.000000
L0F63_003755	-	JAKSZP010000262.1	-	63126	63412	31.177420	31.908993	41.625450
L0F63_003754	SFB3	JAKSZP010000262.1	-	11951	17394	73.143341	74.859642	97.654800
L0F63_003780	-	JAKSZP010000265.1	-	47378	48019	136.530228	139.733902	182.283600
L0F63_003798	-	JAKSZP010000267.1	+	89561	89634	0.000000	0.000000	0.000000
L0F63_003797	-	JAKSZP010000267.1	-	56724	57945	78.366409	80.205269	104.628189
L0F63_003825	PBP2_1	JAKSZP010000270.1	-	14400	16085	15.790754	16.161283	21.082478
L0F63_003876	NEP1	JAKSZP010000276.1	-	28541	29511	10.986226	11.244016	14.667879
L0F63_003877	KEX2_3	JAKSZP010000276.1	+	47582	50322	74.236366	75.978310	99.114113
L0F63_003890	-	JAKSZP010000278.1	+	97324	97397	0.000000	0.000000	0.000000
L0F63_003896	ENO1_2	JAKSZP010000279.1	-	33677	35128	27.831417	28.484478	37.158154
L0F63_003889	-	JAKSZP010000278.1	+	8651	9270	2287.242676	2340.912354	3053.732910
L0F63_003933	-	JAKSZP010000283.1	-	52002	52515	6.850112	7.010849	9.145689
L0F63_003938	-	JAKSZP010000284.1	+	83532	86529	7.942409	8.128777	10.604032
L0F63_003949	-	JAKSZP010000285.1	-	92521	93569	2.655408	2.717717	3.545276
L0F63_003926	-	JAKSZP010000282.1	-	115356	116812	154.409439	158.032639	206.154404
L0F63_003991	-	JAKSZP010000291.1	+	50586	52781	11.168395	11.430460	14.911096
L0F63_004002	SPT7_2	JAKSZP010000292.1	+	108241	112210	3.280703	3.357684	4.380117
L0F63_004048	RFA1	JAKSZP010000298.1	-	43683	45983	5.850684	5.987970	7.811338
L0F63_004055	BPL1_2	JAKSZP010000299.1	+	18894	19636	52.533333	53.766022	70.138054
L0F63_004061	-	JAKSZP010000300.1	-	67029	68257	27.578947	28.226084	36.821075
L0F63_004092	-	JAKSZP010000304.1	-	64665	64932	0.000000	0.000000	0.000000
L0F63_004087	WDR5	JAKSZP010000303.1	-	70836	73121	23.457535	24.007963	31.318514
L0F63_004098	-	JAKSZP010000305.1	+	22131	23486	183.510849	187.816910	245.008148
L0F63_004143	URE1	JAKSZP010000311.1	-	52002	54685	0.000000	0.000000	0.000000
L0F63_004134	-	JAKSZP010000310.1	+	515	3056	44.306213	45.345856	59.153904
L0F63_004188	-	JAKSZP010000315.1	-	62555	62855	0.000000	0.000000	0.000000
L0F63_004186	-	JAKSZP010000315.1	-	56516	57712	1.811195	1.853694	2.418154
L0F63_004234	-	JAKSZP010000321.1	-	85554	85627	0.000000	0.000000	0.000000
L0F63_004252	-	JAKSZP010000324.1	-	33984	36097	4.201980	4.300579	5.610128
L0F63_004176	NTH1_2	JAKSZP010000314.1	-	24239	27085	121.855621	124.714951	162.691315
L0F63_004370	-	JAKSZP010000341.1	-	39848	39921	0.000000	0.000000	0.000000
L0F63_004355	NAP1_2	JAKSZP010000339.1	+	63915	64328	19.140173	19.589296	25.554337
L0F63_004371	smc6	JAKSZP010000341.1	+	43817	48323	31.652700	32.395428	42.260006
L0F63_004460	-	JAKSZP010000350.1	+	95195	96882	5.862424	5.999985	7.827012
L0F63_004452	-	JAKSZP010000349.1	-	68754	69159	0.000000	0.000000	0.000000
L0F63_004453	-	JAKSZP010000349.1	+	69326	71096	49.559734	50.722649	66.167961
L0F63_004527	-	JAKSZP010000360.1	+	67306	67589	9.341549	9.560747	12.472045
L0F63_004528	-	JAKSZP010000360.1	+	67838	69070	9.969181	10.203106	13.310006
L0F63_004482	-	JAKSZP010000353.1	+	82093	84486	412.357361	422.033264	550.544678
L0F63_004561	-	JAKSZP010000364.1	+	37875	39606	342.151184	350.179718	456.811310
L0F63_004585	-	JAKSZP010000368.1	+	2842	5084	59.601665	61.000214	79.575096
L0F63_004612	-	JAKSZP010000372.1	-	61462	61535	0.000000	0.000000	0.000000
L0F63_004597	-	JAKSZP010000370.1	-	328	835	547.575317	560.424133	731.076172
L0F63_004613	GDH3	JAKSZP010000372.1	+	80088	81773	77.831688	79.657997	103.914276
L0F63_004619	sec1_2	JAKSZP010000373.1	-	81929	83986	25.308613	25.902475	33.789917
L0F63_004672	-	JAKSZP010000379.1	+	51449	51525	0.000000	0.000000	0.000000
L0F63_004715	RRS1	JAKSZP010000384.1	+	9807	10425	27.858450	28.512146	37.194244
L0F63_004657	-	JAKSZP010000377.1	+	58154	58939	1636.509521	1674.910034	2184.928955
L0F63_004740	-	JAKSZP010000387.1	+	10468	12260	59.971546	61.378773	80.068932
L0F63_004759	-	JAKSZP010000391.1	-	78068	78973	4.203773	4.302414	5.612522
L0F63_004752	-	JAKSZP010000390.1	+	59278	59637	0.000000	0.000000	0.000000
L0F63_004753	-	JAKSZP010000390.1	-	60047	62223	110.169441	112.754555	147.088913
L0F63_004772	-	JAKSZP010000393.1	-	11418	12499	148.853027	152.345856	198.735947
L0F63_004781	HRK1_1	JAKSZP010000394.1	-	69280	70659	174.329437	178.420044	232.749908
L0F63_004806	-	JAKSZP010000397.1	-	6504	7320	0.000000	0.000000	0.000000
L0F63_004807	-	JAKSZP010000397.1	-	7327	8240	111.480537	114.096413	148.839371
L0F63_004943	-	JAKSZP010000418.1	+	15667	16961	173.980392	178.062820	232.283905
L0F63_004955	-	JAKSZP010000419.1	-	26371	27181	6.983971	7.147850	9.324407
L0F63_004978	-	JAKSZP010000422.1	-	78850	79742	0.000000	0.000000	0.000000
L0F63_005001	BPL1_3	JAKSZP010000426.1	-	66505	68555	33.587624	34.375755	44.843353
L0F63_005039	-	JAKSZP010000434.1	+	23939	24321	7.227154	7.396738	9.649084
L0F63_005006	-	JAKSZP010000427.1	-	55474	57314	273.970978	280.399658	365.782837
L0F63_005096	-	JAKSZP010000443.1	+	1835	3390	16.441931	16.827738	21.951874
L0F63_005097	-	JAKSZP010000443.1	+	3876	4047	28.936047	29.615028	38.632957
L0F63_005080	-	JAKSZP010000440.1	-	60517	63901	80.327744	82.212624	107.246803
L0F63_005121	-	JAKSZP010000448.1	-	66919	68042	1.015152	1.038972	1.355345
L0F63_005122	SGT1	JAKSZP010000448.1	-	68883	70278	33.450066	34.234966	44.659695
L0F63_005143	-	JAKSZP010000451.1	+	26005	26235	14.268398	14.603205	19.049957
L0F63_005144	NPEPL1	JAKSZP010000451.1	+	26734	27861	18.579155	19.015112	24.805313
L0F63_005183	-	JAKSZP010000457.1	-	20566	21846	47.715664	48.835308	63.705914
L0F63_005184	-	JAKSZP010000457.1	-	21854	22748	42.369118	43.363304	56.567657
L0F63_005212	AOX2	JAKSZP010000462.1	-	9506	10426	5.155266	5.276234	6.882874
L0F63_005261	-	JAKSZP010000470.1	+	64061	65702	12.241037	12.528272	16.343197
L0F63_005270	-	JAKSZP010000472.1	+	17638	19796	35.850178	36.691399	47.864120
L0F63_005273	-	JAKSZP010000473.1	+	49471	51820	8.411505	8.608880	11.230330
L0F63_005387	BUB1_1	JAKSZP010000493.1	-	2258	4313	0.000000	0.000000	0.000000
L0F63_005477	-	JAKSZP010000507.1	-	15086	17408	7.543324	7.720327	10.071207
L0F63_005501	-	JAKSZP010000510.1	+	36075	36600	0.000000	0.000000	0.000000
L0F63_005493	-	JAKSZP010000509.1	-	62655	64335	14.421630	14.760032	19.254539
L0F63_005563	-	JAKSZP010000522.1	+	55323	55395	1.753111	1.794248	2.340605
L0F63_005585	MET6	JAKSZP010000526.1	-	3942	6432	2.364109	2.419583	3.156358
L0F63_005297	NTE1	JAKSZP010000477.1	-	54911	59212	346.280090	354.405518	462.323853
L0F63_005591	YCK2_2	JAKSZP010000527.1	-	38129	39516	79.681267	81.550980	106.383675
L0F63_005592	-	JAKSZP010000527.1	-	39628	39783	63.346153	64.832558	84.574417
L0F63_005597	-	JAKSZP010000528.1	-	40331	42322	16.059908	16.436752	21.441830
L0F63_005651	-	JAKSZP010000540.1	+	49030	49101	0.000000	0.000000	0.000000
L0F63_005669	NUG1	JAKSZP010000544.1	-	36849	38760	3.567390	3.651098	4.762877
L0F63_005726	ZSCAN29	JAKSZP010000557.1	-	4443	5384	1.071125	1.096259	1.430075
L0F63_005601	-	JAKSZP010000529.1	+	14519	15623	210.280975	215.215195	280.749359
L0F63_005732	-	JAKSZP010000558.1	-	35689	36533	120.100304	122.918449	160.347763
L0F63_005736	-	JAKSZP010000559.1	-	4087	6293	27.255428	27.894974	36.389141
L0F63_005747	-	JAKSZP010000561.1	-	51027	54304	1.645557	1.684170	2.197008
L0F63_005806	-	JAKSZP010000572.1	+	30237	33372	76.958763	78.764587	102.748817
L0F63_005845	-	JAKSZP010000579.1	-	29524	30496	165.670090	169.557526	221.188690
L0F63_005864	-	JAKSZP010000584.1	+	22482	26774	6.777328	6.936357	9.048514
L0F63_005872	-	JAKSZP010000585.1	-	6956	8213	24.020834	24.584480	32.070583
L0F63_005946	LIA1	JAKSZP010000601.1	+	14715	15627	4.445483	4.549796	5.935233
L0F63_005931	mcl1_3	JAKSZP010000598.1	-	12385	15994	2.359878	2.415252	3.150709
L0F63_005922	-	JAKSZP010000596.1	+	1422	2084	154.541473	158.167770	206.330688
L0F63_005923	-	JAKSZP010000596.1	-	2479	2913	0.000000	0.000000	0.000000
L0F63_005950	-	JAKSZP010000602.1	+	44740	45829	106.484016	108.982651	142.168442
L0F63_005954	CWC22	JAKSZP010000603.1	-	44012	46517	11.654104	11.927567	15.559573
L0F63_006059	-	JAKSZP010000632.1	-	44778	44850	0.000000	0.000000	0.000000
L0F63_006080	-	JAKSZP010000638.1	-	40263	42087	9.263863	9.481238	12.368325
L0F63_006104	-	JAKSZP010000644.1	+	35571	38190	10.912017	11.168066	14.568801
L0F63_006114	-	JAKSZP010000648.1	+	40603	44112	23.959608	24.521816	31.988840
L0F63_006064	-	JAKSZP010000635.1	-	10935	12020	1136.469971	1163.137085	1517.318481
L0F63_006125	Calm2	JAKSZP010000651.1	+	24741	25284	498.840424	510.545654	666.009460
L0F63_006144	-	JAKSZP010000654.1	+	28744	28948	5.209756	5.332002	6.955625
L0F63_006145	DAP1	JAKSZP010000654.1	+	30056	30584	309.628571	316.893951	413.389862
L0F63_006155	-	JAKSZP010000656.1	+	41864	42353	1579.008179	1616.059326	2108.157959
L0F63_006167	-	JAKSZP010000658.1	-	11367	12925	201.439697	206.166443	268.945221
L0F63_006209	-	JAKSZP010000667.1	+	10646	11604	450.920441	461.501251	602.030823
L0F63_006236	-	JAKSZP010000673.1	-	39816	41557	66.630165	68.193634	88.958954
L0F63_006270	ERB1_2	JAKSZP010000682.1	+	3910	6867	15.814351	16.185432	21.113983
L0F63_006254	-	JAKSZP010000678.1	+	28433	29240	319.437256	326.932800	426.485565
L0F63_006304	-	JAKSZP010000690.1	+	30479	30552	0.000000	0.000000	0.000000
L0F63_006277	-	JAKSZP010000684.1	-	4564	6036	38.293461	39.192009	51.126186
L0F63_006319	-	JAKSZP010000693.1	-	41076	41691	66.732895	68.298775	89.096115
L0F63_006342	ded1	JAKSZP010000697.1	+	6195	7675	106.874649	109.382454	142.689987
L0F63_006354	-	JAKSZP010000701.1	+	20461	23016	14.269781	14.604620	19.051804
L0F63_006481	-	JAKSZP010000736.1	-	31692	32004	0.000000	0.000000	0.000000
L0F63_006462	-	JAKSZP010000729.1	-	27918	28826	7.997800	8.185468	10.677985
L0F63_006486	-	JAKSZP010000737.1	-	16291	16505	35.978493	36.822723	48.035435
L0F63_006493	-	JAKSZP010000739.1	+	16296	17168	6.651628	6.807708	8.880691
L0F63_006526	PPX1	JAKSZP010000750.1	+	11836	13706	8.683140	8.886889	11.592993
L0F63_006498	EDC4	JAKSZP010000741.1	-	32290	35844	27.283697	27.923906	36.426884
L0F63_006542	TPI1	JAKSZP010000756.1	-	6984	7864	322.672821	330.244293	430.805450
L0F63_006609	-	JAKSZP010000777.1	+	32195	32267	0.000000	0.000000	0.000000
L0F63_006597	-	JAKSZP010000774.1	+	3387	5842	2.288678	2.342381	3.055649
L0F63_006619	brr2	JAKSZP010000780.1	+	12932	19601	4.210088	4.308877	5.620953
L0F63_006649	-	JAKSZP010000789.1	-	28142	29613	18.329809	18.759916	24.472410
L0F63_006593	-	JAKSZP010000772.1	+	26848	28802	148.973145	152.468781	198.896332
L0F63_006594	-	JAKSZP010000772.1	-	29030	29265	0.000000	0.000000	0.000000
L0F63_006674	CDC28	JAKSZP010000799.1	-	4939	5951	4.771635	4.883601	6.370683
L0F63_006696	-	JAKSZP010000805.1	-	24451	24524	0.000000	0.000000	0.000000
L0F63_006715	-	JAKSZP010000810.1	+	21217	21293	1.000000	1.023465	1.335115
L0F63_006659	RPN1	JAKSZP010000793.1	+	5442	8391	47.944748	49.069767	64.011765
L0F63_006688	UFD2	JAKSZP010000803.1	+	19818	23108	11.440041	11.708480	15.273774
L0F63_006749	-	JAKSZP010000820.1	+	3915	4586	46.720192	47.816475	62.376842
L0F63_006841	ERG20	JAKSZP010000850.1	-	6530	7101	12.443413	12.735395	16.613392
L0F63_006852	RPN6	JAKSZP010000854.1	+	8177	9111	26.038462	26.649452	34.764351
L0F63_006876	PLP2	JAKSZP010000865.1	+	13109	13882	14.718601	15.063972	19.651030
