Gene ID	Gene Name	Reference	Strand	Start	End	Coverage	FPKM	TPM
L0F63_000789	-	JAKSZP010000032.1	-	15945	17457	45.661789	33.607029	48.487206
L0F63_000809	-	JAKSZP010000033.1	-	76327	76927	151.014832	111.146759	160.359192
L0F63_000810	MID1_1	JAKSZP010000033.1	+	156298	157448	31.216333	22.975187	33.147911
L0F63_000811	MID1_2	JAKSZP010000033.1	+	288423	290064	33.588570	24.721151	35.666931
L0F63_000832	MYO2	JAKSZP010000034.1	-	192608	197549	92.354431	67.972763	98.069054
L0F63_000852	RHO1_2	JAKSZP010000035.1	+	60749	61474	679.798889	500.331268	721.862915
L0F63_000874	-	JAKSZP010000036.1	+	263270	264053	16.239815	11.952486	17.244688
L0F63_000853	-	JAKSZP010000035.1	-	268807	273597	22.775143	16.762480	24.184401
L0F63_000983	-	JAKSZP010000042.1	+	281391	281463	3.015980	2.219758	3.202600
L0F63_000933	SEC17	JAKSZP010000039.1	-	190894	191972	163.209351	120.121910	173.308258
L0F63_001014	-	JAKSZP010000044.1	-	25037	25880	43.505127	32.019730	46.197098
L0F63_001015	-	JAKSZP010000044.1	-	190888	191541	0.000000	0.000000	0.000000
L0F63_001056	-	JAKSZP010000046.1	+	6708	7728	38.189796	28.107651	40.552868
L0F63_001057	-	JAKSZP010000046.1	+	7777	11883	49.955746	36.767376	53.046860
L0F63_001058	-	JAKSZP010000046.1	-	158707	161271	127.039642	93.501045	134.900482
L0F63_001071	SEC4	JAKSZP010000047.1	+	169314	170068	116.593437	85.812645	123.807899
L0F63_001158	-	JAKSZP010000052.1	+	134301	138890	20.641430	15.192070	21.918661
L0F63_001178	-	JAKSZP010000053.1	+	208311	210170	1.700901	1.251861	1.806148
L0F63_001176	-	JAKSZP010000053.1	+	14197	14482	40.898602	30.101328	43.429287
L0F63_001177	-	JAKSZP010000053.1	+	14553	17838	22.870300	16.832518	24.285448
L0F63_001179	-	JAKSZP010000053.1	+	225162	225234	1.785389	1.314044	1.895864
L0F63_001159	-	JAKSZP010000052.1	+	216229	218288	237.403259	174.728546	252.093079
L0F63_001190	-	JAKSZP010000054.1	-	15	916	12.468958	9.177140	13.240500
L0F63_001205	-	JAKSZP010000055.1	-	179117	180326	221.690079	163.163666	235.407623
L0F63_001227	PWP2	JAKSZP010000056.1	+	14787	22907	63.573391	46.789948	67.507126
L0F63_001258	PKP2	JAKSZP010000058.1	+	100696	102072	41.144768	30.282505	43.690685
L0F63_001259	-	JAKSZP010000058.1	-	249126	249988	113.142860	83.273026	120.143814
L0F63_001325	GPS1	JAKSZP010000061.1	+	204600	204869	53.865383	39.644863	57.198418
L0F63_001370	-	JAKSZP010000064.1	+	240778	242271	75.041374	55.230373	79.684715
L0F63_001457	VMA8	JAKSZP010000070.1	+	71953	73043	280.260101	206.271149	297.601776
L0F63_001494	MYL9	JAKSZP010000072.1	-	232515	233396	179.311111	131.972794	190.406357
L0F63_001492	-	JAKSZP010000072.1	+	136552	137361	479.851044	353.169861	509.542816
L0F63_001493	-	JAKSZP010000072.1	+	137381	137852	610.238159	449.134613	647.997925
L0F63_001518	NOP4	JAKSZP010000073.1	-	6713	9855	19.461666	14.323766	20.665897
L0F63_001519	-	JAKSZP010000073.1	+	149918	152575	246.122650	181.146011	261.352020
L0F63_001611	-	JAKSZP010000079.1	-	65806	72635	53.442932	39.333942	56.749825
L0F63_001612	-	JAKSZP010000079.1	+	218810	221584	48.601852	35.770912	51.609192
L0F63_001672	MIA40	JAKSZP010000082.1	-	20111	20299	9.873015	7.266529	10.483929
L0F63_001631	-	JAKSZP010000080.1	+	72829	74452	524.053955	385.703156	556.480896
L0F63_001632	-	JAKSZP010000080.1	-	208496	211029	50.951778	37.500454	54.104527
L0F63_001673	ORC3	JAKSZP010000082.1	-	183130	186127	18.295259	13.465291	19.427317
L0F63_001743	-	JAKSZP010000086.1	-	14269	14532	0.000000	0.000000	0.000000
L0F63_001777	-	JAKSZP010000088.1	+	9373	9447	0.000000	0.000000	0.000000
L0F63_001744	-	JAKSZP010000086.1	+	188391	191186	118.213203	87.004791	125.527885
L0F63_001806	-	JAKSZP010000090.1	+	111324	111861	118.908920	87.516838	126.266655
L0F63_001896	-	JAKSZP010000097.1	+	38396	39483	0.000000	0.000000	0.000000
L0F63_001924	-	JAKSZP010000099.1	+	114367	114444	0.000000	0.000000	0.000000
L0F63_001869	-	JAKSZP010000095.1	+	34025	37245	18.335602	13.494985	19.470156
L0F63_001926	-	JAKSZP010000099.1	-	156572	157962	22.624603	16.651684	24.024549
L0F63_001966	-	JAKSZP010000102.1	-	3512	3994	33.194618	24.431204	35.248604
L0F63_001995	-	JAKSZP010000104.1	+	15760	16000	1.497925	1.102471	1.590612
L0F63_002024	-	JAKSZP010000106.1	-	113760	114569	22.484331	16.548443	23.875597
L0F63_002103	-	JAKSZP010000112.1	+	76066	76138	1.077957	0.793375	1.144658
L0F63_002077	-	JAKSZP010000110.1	-	113817	115040	411.988403	303.223022	437.481049
L0F63_002141	MIC10	JAKSZP010000115.1	-	39090	39459	57.459259	42.289951	61.014671
L0F63_002220	-	JAKSZP010000120.1	-	126919	128375	36.909164	27.165104	39.192997
L0F63_002202	-	JAKSZP010000119.1	+	185526	187324	183.239075	134.863770	194.577377
L0F63_002294	-	JAKSZP010000126.1	+	177886	177961	0.000000	0.000000	0.000000
L0F63_002250	RMD1	JAKSZP010000122.1	-	159239	161037	342.908203	252.380081	364.126343
L0F63_002251	TIF6	JAKSZP010000122.1	+	161418	162509	334.995880	246.556610	355.724426
L0F63_002372	-	JAKSZP010000132.1	-	51631	52472	0.000000	0.000000	0.000000
L0F63_002332	ypt1	JAKSZP010000129.1	+	18930	19394	848.978943	624.847595	901.511292
L0F63_002406	-	JAKSZP010000135.1	+	157381	159452	21.931623	16.141653	23.288689
L0F63_002441	dpp5	JAKSZP010000138.1	-	116431	118731	31.915300	23.489628	33.890125
L0F63_002453	-	JAKSZP010000139.1	+	71233	72844	104.153946	76.657196	110.598686
L0F63_002454	-	JAKSZP010000139.1	-	118163	120456	84.409492	62.125298	89.632507
L0F63_002467	-	JAKSZP010000140.1	+	96965	97817	124.208466	91.417297	131.894119
L0F63_002468	-	JAKSZP010000140.1	+	147071	148245	2456.954590	1808.316040	2608.983887
L0F63_002500	-	JAKSZP010000143.1	+	84528	84602	0.000000	0.000000	0.000000
L0F63_002560	-	JAKSZP010000148.1	-	79106	79179	1.000000	0.735999	1.061877
L0F63_002594	LST8	JAKSZP010000151.1	+	45201	45765	48.524731	35.714149	51.527302
L0F63_002573	HGT20	JAKSZP010000149.1	-	139225	140722	1522.445557	1120.518311	1616.650024
L0F63_002616	-	JAKSZP010000153.1	-	122044	124091	18.948572	13.946128	20.121054
L0F63_002668	MPE1	JAKSZP010000157.1	-	9757	12844	106.910027	78.685661	113.525307
L0F63_002669	-	JAKSZP010000157.1	+	20878	23733	244.193985	179.726517	259.303986
L0F63_002693	-	JAKSZP010000159.1	+	463	1713	101.519768	74.718445	107.801514
L0F63_002704	-	JAKSZP010000160.1	+	18804	21358	100.529488	73.989594	106.749962
L0F63_002705	-	JAKSZP010000160.1	-	130544	131827	96.207588	70.808678	102.160637
L0F63_002755	-	JAKSZP010000165.1	-	123786	125007	21.325092	15.695246	22.644627
L0F63_002803	-	JAKSZP010000168.1	-	156167	159630	34.131805	25.120974	36.243782
L0F63_002823	-	JAKSZP010000170.1	+	147905	148929	23.117521	17.014471	24.547966
L0F63_002835	-	JAKSZP010000171.1	-	16027	17302	20.792793	15.303473	22.079391
L0F63_002850	arc1	JAKSZP010000172.1	-	2750	4056	137.377213	101.109482	145.877716
L0F63_002877	-	JAKSZP010000174.1	-	54796	58097	167.151611	123.023415	177.494476
L0F63_002902	-	JAKSZP010000176.1	-	117355	120381	51.228653	37.704235	54.398533
L0F63_002932	FBP1	JAKSZP010000179.1	-	145009	146266	92.114426	67.796120	97.814194
L0F63_002942	ppk32	JAKSZP010000180.1	-	116420	119340	42.518955	31.293905	45.149906
L0F63_002949	-	JAKSZP010000181.1	-	125816	131027	24.102160	17.739164	25.593531
L0F63_002952	TOP2_15	JAKSZP010000181.1	-	146078	147786	0.000000	0.000000	0.000000
L0F63_002954	-	JAKSZP010000181.1	+	151492	154621	138.716751	102.095390	147.300140
L0F63_002976	-	JAKSZP010000184.1	+	71564	72319	0.000000	0.000000	0.000000
L0F63_002998	-	JAKSZP010000187.1	+	991	2063	11.257246	8.285321	11.953812
L0F63_003031	LSC2	JAKSZP010000190.1	-	8691	10343	107.287460	78.963455	113.926102
L0F63_003032	-	JAKSZP010000190.1	+	55818	56018	94.398010	69.476837	100.239082
L0F63_003048	-	JAKSZP010000191.1	+	25238	26609	57.425488	42.265099	60.978809
L0F63_003076	LEM3	JAKSZP010000193.1	-	26467	27194	88.628471	65.230461	94.112541
L0F63_003115	-	JAKSZP010000197.1	-	62319	62391	0.000000	0.000000	0.000000
L0F63_003116	ENO1_1	JAKSZP010000197.1	-	145021	146472	46.344444	34.109463	49.212105
L0F63_003143	SOL1	JAKSZP010000199.1	+	51060	51760	949.480713	698.816833	1008.231812
L0F63_003159	MPP10	JAKSZP010000200.1	+	121541	122925	18.274271	13.449844	19.405031
L0F63_003211	-	JAKSZP010000205.1	-	31445	31517	1.263722	0.930098	1.341917
L0F63_003220	DRS2	JAKSZP010000206.1	-	50136	54405	153.167862	112.731377	162.645432
L0F63_003225	-	JAKSZP010000207.1	+	1306	7214	33.810112	24.884207	35.902184
L0F63_003254	VAM6	JAKSZP010000210.1	+	15827	18852	22.364616	16.460335	23.748474
L0F63_003265	-	JAKSZP010000211.1	+	56129	56786	6.298343	4.635574	6.688066
L0F63_003255	ATG20	JAKSZP010000210.1	+	128757	130737	65.483849	48.196045	69.535797
L0F63_003316	ORC6	JAKSZP010000216.1	+	8691	10250	66.323975	48.814377	70.427910
L0F63_003324	UBP2	JAKSZP010000217.1	-	53156	56738	11.466729	8.439501	12.176257
L0F63_003335	-	JAKSZP010000218.1	+	48973	49049	0.000000	0.000000	0.000000
L0F63_003456	-	JAKSZP010000231.1	+	78117	78986	48.791229	35.910294	51.810287
L0F63_003473	-	JAKSZP010000232.1	-	103827	108971	12.394989	9.122699	13.161955
L0F63_003410	-	JAKSZP010000225.1	-	19313	21308	850.793396	626.183044	903.438049
L0F63_003502	-	JAKSZP010000234.1	+	39264	40498	18.871540	13.889433	20.039255
L0F63_003534	cdc17	JAKSZP010000237.1	-	47520	50261	8.682895	6.390601	9.220167
L0F63_003543	-	JAKSZP010000238.1	+	115781	115857	2.097542	1.543789	2.227332
L0F63_003535	GCN20	JAKSZP010000237.1	+	71069	73482	121.915840	89.729935	129.459641
L0F63_003567	TOP2_18	JAKSZP010000241.1	+	80629	83013	6.860409	5.049253	7.284911
L0F63_003714	-	JAKSZP010000258.1	+	79922	81413	8.557646	6.298418	9.087168
L0F63_003712	EEF1A1	JAKSZP010000258.1	-	45538	46111	514.593201	378.740051	546.434753
L0F63_003713	-	JAKSZP010000258.1	-	46370	46908	582.543579	428.751465	618.589661
L0F63_003731	TOP1	JAKSZP010000260.1	-	39571	42590	19.754330	14.539166	20.976671
L0F63_003723	HSP82	JAKSZP010000259.1	-	37222	39345	202.435974	148.992661	214.962112
L0F63_003738	ADP1	JAKSZP010000261.1	+	99360	102357	91.991615	67.705727	97.683792
L0F63_003755	-	JAKSZP010000262.1	-	63126	63412	27.967741	20.584229	29.698305
L0F63_003754	SFB3	JAKSZP010000262.1	-	11951	17394	123.928596	91.211319	131.596939
L0F63_003780	-	JAKSZP010000265.1	-	47378	48019	197.575134	145.415085	209.800507
L0F63_003798	-	JAKSZP010000267.1	+	89561	89634	0.000000	0.000000	0.000000
L0F63_003797	-	JAKSZP010000267.1	-	56724	57945	76.583115	56.365093	81.321854
L0F63_003825	PBP2_1	JAKSZP010000270.1	-	14400	16085	70.837791	52.136539	75.221031
L0F63_003876	NEP1	JAKSZP010000276.1	-	28541	29511	30.696970	22.592937	32.596409
L0F63_003877	KEX2_3	JAKSZP010000276.1	+	47582	50322	77.751541	57.225052	82.562584
L0F63_003890	-	JAKSZP010000278.1	+	97324	97397	1.287886	0.947883	1.367577
L0F63_003889	-	JAKSZP010000278.1	+	8651	9270	110.777084	81.531815	117.631653
L0F63_003896	ENO1_2	JAKSZP010000279.1	-	33677	35128	59.656704	43.907272	63.348087
L0F63_003933	-	JAKSZP010000283.1	-	52002	52515	22.787472	16.771555	24.197495
L0F63_003938	-	JAKSZP010000284.1	+	83532	86529	0.000000	0.000000	0.000000
L0F63_003949	-	JAKSZP010000285.1	-	92521	93569	5.855607	4.309721	6.217935
L0F63_003926	-	JAKSZP010000282.1	-	115356	116812	192.106415	141.390121	203.993408
L0F63_003991	-	JAKSZP010000291.1	+	50586	52781	19.579754	14.410679	20.791292
L0F63_004002	SPT7_2	JAKSZP010000292.1	+	108241	112210	9.447935	6.953670	10.032546
L0F63_004048	RFA1	JAKSZP010000298.1	-	43683	45983	39.357517	28.967091	41.792843
L0F63_004055	BPL1_2	JAKSZP010000299.1	+	18894	19636	48.813477	35.926666	51.833912
L0F63_004061	-	JAKSZP010000300.1	-	67029	68257	51.711781	38.059814	54.911552
L0F63_004087	WDR5	JAKSZP010000303.1	-	70836	73121	42.245892	31.092930	44.859943
L0F63_004092	-	JAKSZP010000304.1	-	64665	64932	2.705224	1.991042	2.872615
L0F63_004098	-	JAKSZP010000305.1	+	22131	23486	130.216278	95.839043	138.273682
L0F63_004143	URE1	JAKSZP010000311.1	-	52002	54685	4.254663	3.131427	4.517929
L0F63_004134	-	JAKSZP010000310.1	+	515	3056	78.995827	58.140842	83.883858
L0F63_004186	-	JAKSZP010000315.1	-	56516	57712	2.336675	1.719790	2.481262
L0F63_004234	-	JAKSZP010000321.1	-	85554	85627	0.000000	0.000000	0.000000
L0F63_004176	NTH1_2	JAKSZP010000314.1	-	24239	27085	247.013046	181.801346	262.297485
L0F63_004252	-	JAKSZP010000324.1	-	33984	36097	11.965676	8.806726	12.706078
L0F63_004355	NAP1_2	JAKSZP010000339.1	+	63915	64328	28.556358	21.017448	30.323341
L0F63_004370	-	JAKSZP010000341.1	-	39848	39921	0.000000	0.000000	0.000000
L0F63_004371	smc6	JAKSZP010000341.1	+	43817	48323	46.613438	34.307442	49.497738
L0F63_004429	-	JAKSZP010000347.1	-	11259	13157	0.000000	0.000000	0.000000
L0F63_004452	-	JAKSZP010000349.1	-	68754	69159	0.000000	0.000000	0.000000
L0F63_004453	-	JAKSZP010000349.1	+	69326	71096	52.549835	38.676624	55.801468
L0F63_004460	-	JAKSZP010000350.1	+	95195	96882	14.986667	11.030171	15.913999
L0F63_004514	-	JAKSZP010000358.1	-	14761	14834	0.000000	0.000000	0.000000
L0F63_004527	-	JAKSZP010000360.1	+	67306	67589	41.602112	30.619112	44.176331
L0F63_004528	-	JAKSZP010000360.1	+	67838	69070	48.371456	35.601341	51.364540
L0F63_004561	-	JAKSZP010000364.1	+	37875	39606	220.969055	162.632996	234.641983
L0F63_004482	-	JAKSZP010000353.1	+	82093	84486	1049.032227	772.086609	1113.943359
L0F63_004585	-	JAKSZP010000368.1	+	2842	5084	126.223335	92.900238	134.033661
L0F63_004597	-	JAKSZP010000370.1	-	328	835	234.635849	172.691742	249.154434
L0F63_004612	-	JAKSZP010000372.1	-	61462	61535	2.527027	1.859889	2.683392
L0F63_004613	GDH3	JAKSZP010000372.1	+	80088	81773	77.702827	57.189198	82.510849
L0F63_004619	sec1_2	JAKSZP010000373.1	-	81929	83986	59.172249	43.550713	62.833652
L0F63_004715	RRS1	JAKSZP010000384.1	+	9807	10425	44.963470	33.093067	47.745682
L0F63_004657	-	JAKSZP010000377.1	+	58154	58939	1145.373413	842.993652	1216.245850
L0F63_004740	-	JAKSZP010000387.1	+	10468	12260	132.689316	97.659195	140.899734
L0F63_004752	-	JAKSZP010000390.1	+	59278	59637	0.000000	0.000000	0.000000
L0F63_004753	-	JAKSZP010000390.1	-	60047	62223	179.710419	132.266678	190.830368
L0F63_004759	-	JAKSZP010000391.1	-	78068	78973	10.932704	8.046459	11.609188
L0F63_004772	-	JAKSZP010000393.1	-	11418	12499	247.037369	181.819244	262.323334
L0F63_004781	HRK1_1	JAKSZP010000394.1	-	69280	70659	322.209747	237.146027	342.147156
L0F63_004806	-	JAKSZP010000397.1	-	6504	7320	0.000000	0.000000	0.000000
L0F63_004807	-	JAKSZP010000397.1	-	7327	8240	181.808670	133.810989	193.058456
L0F63_004943	-	JAKSZP010000418.1	+	15667	16961	297.343140	218.844223	315.741852
L0F63_004955	-	JAKSZP010000419.1	-	26371	27181	9.355117	6.885356	9.933985
L0F63_004978	-	JAKSZP010000422.1	-	78850	79742	0.000000	0.000000	0.000000
L0F63_005001	BPL1_3	JAKSZP010000426.1	-	66505	68555	63.252731	46.553944	67.166626
L0F63_005006	-	JAKSZP010000427.1	-	55474	57314	340.632080	250.704849	361.709412
L0F63_005096	-	JAKSZP010000443.1	+	1835	3390	28.668175	21.099747	30.442078
L0F63_005097	-	JAKSZP010000443.1	+	3876	4047	37.203487	27.381729	39.505531
L0F63_005080	-	JAKSZP010000440.1	-	60517	63901	122.480659	90.145630	130.059402
L0F63_005121	-	JAKSZP010000448.1	-	66919	68042	0.000000	0.000000	0.000000
L0F63_005122	SGT1	JAKSZP010000448.1	-	68883	70278	46.750336	34.408195	49.643112
L0F63_005143	-	JAKSZP010000451.1	+	26005	26235	8.783549	6.464683	9.327049
L0F63_005144	NPEPL1	JAKSZP010000451.1	+	26734	27861	9.073747	6.678268	9.635204
L0F63_005183	-	JAKSZP010000457.1	-	20566	21846	80.542168	59.278954	85.525879
L0F63_005184	-	JAKSZP010000457.1	-	21854	22748	79.597061	58.583351	84.522301
L0F63_005212	AOX2	JAKSZP010000462.1	-	9506	10426	5.311618	3.909345	5.640285
L0F63_005261	-	JAKSZP010000470.1	+	64061	65702	36.856979	27.126698	39.137581
L0F63_005273	-	JAKSZP010000473.1	+	49471	51820	6.166667	4.538660	6.548243
L0F63_005270	-	JAKSZP010000472.1	+	17638	19796	51.965813	38.246784	55.181305
L0F63_005346	-	JAKSZP010000486.1	-	50050	50122	0.000000	0.000000	0.000000
L0F63_005387	BUB1_1	JAKSZP010000493.1	-	2258	4313	0.000000	0.000000	0.000000
L0F63_005390	-	JAKSZP010000494.1	+	14735	14808	0.000000	0.000000	0.000000
L0F63_005297	NTE1	JAKSZP010000477.1	-	54911	59212	106.254753	78.203384	112.829483
L0F63_005477	-	JAKSZP010000507.1	-	15086	17408	26.140141	19.239115	27.757616
L0F63_005493	-	JAKSZP010000509.1	-	62655	64335	9.140999	6.727766	9.706617
L0F63_005563	-	JAKSZP010000522.1	+	55323	55395	1.787737	1.315773	1.898357
L0F63_005585	MET6	JAKSZP010000526.1	-	3942	6432	10.860425	7.993261	11.532436
L0F63_005591	YCK2_2	JAKSZP010000527.1	-	38129	39516	149.102997	109.739655	158.329056
L0F63_005592	-	JAKSZP010000527.1	-	39628	39783	125.243591	92.179146	132.993301
L0F63_005597	-	JAKSZP010000528.1	-	40331	42322	42.247055	31.093786	44.861179
L0F63_005601	-	JAKSZP010000529.1	+	14519	15623	254.811935	187.541306	270.578949
L0F63_005669	NUG1	JAKSZP010000544.1	-	36849	38760	20.824457	15.326778	22.113014
L0F63_005726	ZSCAN29	JAKSZP010000557.1	-	4443	5384	6.273885	4.617572	6.662095
L0F63_005732	-	JAKSZP010000558.1	-	35689	36533	143.986328	105.973785	152.895798
L0F63_005736	-	JAKSZP010000559.1	-	4087	6293	26.596424	19.574940	28.242134
L0F63_005747	-	JAKSZP010000561.1	-	51027	54304	9.597480	7.063735	10.191344
L0F63_005806	-	JAKSZP010000572.1	+	30237	33372	137.813141	101.430328	146.340607
L0F63_005845	-	JAKSZP010000579.1	-	29524	30496	294.941406	217.076553	313.191528
L0F63_005864	-	JAKSZP010000584.1	+	22482	26774	15.468623	11.384890	16.425776
L0F63_005872	-	JAKSZP010000585.1	-	6956	8213	25.799107	18.988115	27.395479
L0F63_005931	mcl1_3	JAKSZP010000598.1	-	12385	15994	5.339643	3.929971	5.670044
L0F63_005946	LIA1	JAKSZP010000601.1	+	14715	15627	4.834891	3.558475	5.134060
L0F63_005922	-	JAKSZP010000596.1	+	1422	2084	157.280548	115.758316	167.012604
L0F63_005950	-	JAKSZP010000602.1	+	44740	45829	215.082199	158.300278	228.390854
L0F63_005954	CWC22	JAKSZP010000603.1	-	44012	46517	38.125629	28.060423	40.484730
L0F63_006059	-	JAKSZP010000632.1	-	44778	44850	0.000000	0.000000	0.000000
L0F63_006080	-	JAKSZP010000638.1	-	40263	42087	15.279796	11.245914	16.225266
L0F63_006064	-	JAKSZP010000635.1	-	10935	12020	1972.610352	1451.839111	2094.669678
L0F63_006104	-	JAKSZP010000644.1	+	35571	38190	9.090987	6.690957	9.653511
L0F63_006114	-	JAKSZP010000648.1	+	40603	44112	12.653061	9.312639	13.435995
L0F63_006125	Calm2	JAKSZP010000651.1	+	24741	25284	664.112793	488.786316	705.206116
L0F63_006144	-	JAKSZP010000654.1	+	28744	28948	0.000000	0.000000	0.000000
L0F63_006145	DAP1	JAKSZP010000654.1	+	30056	30584	217.645233	160.186661	231.112488
L0F63_006155	-	JAKSZP010000656.1	+	41864	42353	1929.971436	1420.457031	2049.392578
L0F63_006167	-	JAKSZP010000658.1	-	11367	12925	367.588074	270.544434	390.333344
L0F63_006209	-	JAKSZP010000667.1	+	10646	11604	1066.703247	785.092468	1132.707764
L0F63_006236	-	JAKSZP010000673.1	-	39816	41557	308.142426	226.792511	327.209381
L0F63_006254	-	JAKSZP010000678.1	+	28433	29240	387.584747	285.261963	411.567352
L0F63_006270	ERB1_2	JAKSZP010000682.1	+	3910	6867	29.585316	21.774761	31.415970
L0F63_006304	-	JAKSZP010000690.1	+	30479	30552	0.000000	0.000000	0.000000
L0F63_006277	-	JAKSZP010000684.1	-	4564	6036	77.339798	56.922009	82.125359
L0F63_006319	-	JAKSZP010000693.1	-	41076	41691	118.721855	87.379158	126.068016
L0F63_006342	ded1	JAKSZP010000697.1	+	6195	7675	231.642365	170.488541	245.975723
L0F63_006354	-	JAKSZP010000701.1	+	20461	23016	28.640133	21.079107	30.412300
L0F63_006462	-	JAKSZP010000729.1	-	27918	28826	10.748075	7.910572	11.413135
L0F63_006481	-	JAKSZP010000736.1	-	31692	32004	0.000000	0.000000	0.000000
L0F63_006486	-	JAKSZP010000737.1	-	16291	16505	179.233871	131.915939	190.324341
L0F63_006493	-	JAKSZP010000739.1	+	16296	17168	12.273183	9.033050	13.032612
L0F63_006526	PPX1	JAKSZP010000750.1	+	11836	13706	17.475775	12.862151	18.557123
L0F63_006498	EDC4	JAKSZP010000741.1	-	32290	35844	89.355850	65.765816	94.884926
L0F63_006542	TPI1	JAKSZP010000756.1	-	6984	7864	571.908569	420.924103	607.296570
L0F63_006593	-	JAKSZP010000772.1	+	26848	28802	190.561356	140.252960	202.352737
L0F63_006594	-	JAKSZP010000772.1	-	29030	29265	0.000000	0.000000	0.000000
L0F63_006597	-	JAKSZP010000774.1	+	3387	5842	7.002707	5.153985	7.436014
L0F63_006619	brr2	JAKSZP010000780.1	+	12932	19601	30.831867	22.692223	32.739655
L0F63_006649	-	JAKSZP010000789.1	-	28142	29613	38.549332	28.372267	40.934650
L0F63_006665	BUD5_2	JAKSZP010000795.1	+	22235	24853	0.000000	0.000000	0.000000
L0F63_006669	-	JAKSZP010000797.1	+	3517	3590	0.000000	0.000000	0.000000
L0F63_006674	CDC28	JAKSZP010000799.1	-	4939	5951	2.759615	2.031074	2.930372
L0F63_006659	RPN1	JAKSZP010000793.1	+	5442	8391	122.632271	90.257225	130.220398
L0F63_006696	-	JAKSZP010000805.1	-	24451	24524	1.729730	1.273080	1.836761
L0F63_006715	-	JAKSZP010000810.1	+	21217	21293	0.000000	0.000000	0.000000
L0F63_006688	UFD2	JAKSZP010000803.1	+	19818	23108	31.753727	23.370708	33.718555
L0F63_006749	-	JAKSZP010000820.1	+	3915	4586	53.325912	39.247818	56.625565
L0F63_006841	ERG20	JAKSZP010000850.1	-	6530	7101	21.571428	15.876549	22.906204
L0F63_006852	RPN6	JAKSZP010000854.1	+	8177	9111	51.928776	38.219524	55.141975
L0F63_006876	PLP2	JAKSZP010000865.1	+	13109	13882	25.183624	18.535122	26.741913
L0F63_006891	RPL27B	JAKSZP010000870.1	-	18464	18937	101.202469	74.484909	107.464584
L0F63_006900	RRP6	JAKSZP010000873.1	+	13035	15706	93.916977	69.122795	99.728287
L0F63_006905	HRK1_3	JAKSZP010000875.1	-	17962	19109	383.858673	282.519562	407.610748
L0F63_006946	-	JAKSZP010000895.1	+	6291	7377	635.473999	467.708191	674.795288
